Country,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2019
Djibouti,49.74,51.15,51.18,49.47,47.2,44.37
Zimbabwe,82.42,78.22,76.14,75.11,75.65,77.55
Côte d'Ivoire,94.82,94.07,93.5,91.74,88.14,83.36
Afghanistan,98.59,98.71,98.66,98.13,95.85,92.47
South Sudan,97.52,97.46,97.4,97.11,96.36,95.62
Philippines,51.59,50.44,50.9,48.62,45.07,40.56
"Taiwan, Province of China",27.16,25.15,23.12,20.25,17.24,16.3
Luxembourg,8.2,7.96,7.26,6.62,7.86,8.15
Eswatini,29.44,31.42,35.33,37.85,40.05,41.36
Saint Lucia,25.37,26.64,26.49,24.12,21.99,20.57
Malawi,59.52,59.76,63.67,65.38,66.57,68.41
Czechia,7.85,8.9,10.79,11.12,13.09,12.72
Georgia,47.41,56.51,64.93,62.13,56.51,49.02
Serbia,36.27,36.95,36.21,31.43,26.54,25.06
"Tanzania, United Republic of",96.19,96.1,95.42,93.98,91.44,88.56
Costa Rica,23.67,24.21,28.73,24.16,20.18,21.68
