Country,1800-1827,1828-1855,1856-1883,1884-1911,1912-1938,1939-1965,1966-1992,1993-2019,2020-2046,2047-2073,2074-2100
Netherlands,5.11,4.99,5.08,4.67,3.23,3.1,1.86,1.67,1.65,1.66,1.67
United Kingdom,5.43,4.85,4.87,3.67,2.22,2.39,2.0,1.76,1.6,1.66,1.67
Zimbabwe,6.75,6.75,6.75,6.75,6.76,7.02,6.36,3.92,3.01,2.3,1.97
Barbados,4.72,5.32,5.22,5.08,4.66,4.33,2.33,1.71,1.63,1.64,1.64
Bahrain,7.02,7.01,7.0,6.98,6.98,7.08,5.12,2.49,1.73,1.67,1.66
Kazakhstan,6.45,6.45,6.45,6.42,6.11,4.7,3.24,2.39,2.78,2.28,2.0
Tajikistan,5.87,5.87,5.87,5.87,5.84,5.94,6.21,3.75,2.8,2.24,1.95
Senegal,5.7,5.7,5.7,5.7,5.81,6.69,7.05,5.21,3.75,2.82,2.3
"Taiwan, Province of China",5.83,5.83,5.82,5.7,6.13,6.01,2.78,1.29,1.26,1.45,1.51
"Bolivia, Plurinational State of",6.48,6.48,6.48,6.48,6.48,6.45,5.52,3.55,2.34,1.98,1.83
Marshall Islands,7.74,7.74,7.74,7.74,7.74,7.93,7.38,4.03,2.34,1.9,1.77
Mexico,6.8,6.8,6.8,6.54,5.85,6.53,5.07,2.51,1.74,1.67,1.66
Liechtenstein,2.69,2.69,2.69,2.69,2.69,2.7,1.77,1.5,1.52,1.57,1.59
Burkina Faso,6.04,6.06,6.07,6.09,6.09,6.1,6.97,6.09,3.79,2.54,2.07
San Marino,3.23,3.23,3.23,3.23,3.23,2.96,1.72,1.32,1.23,1.39,1.48
Eritrea,6.96,6.96,6.96,6.96,6.94,6.7,6.53,4.95,3.16,2.29,1.97
Bangladesh,6.7,6.7,6.7,6.7,6.64,6.51,6.04,2.77,1.84,1.74,1.7
Congo,5.67,5.67,5.67,5.67,5.68,5.92,5.96,4.73,3.55,2.69,2.23
Somalia,6.87,6.87,6.87,6.87,6.92,7.21,7.24,7.33,5.03,3.0,2.23
Luxembourg,4.74,4.59,4.37,3.98,2.63,2.14,1.65,1.6,1.45,1.55,1.58
Kyrgyzstan,6.58,6.58,6.58,6.58,6.1,4.8,4.46,2.97,2.65,2.17,1.93
