Country,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2018,2019-2020,2021-2022
Sri Lanka,24.52,23.31,21.12,22.6,25.99,21.39,20.05,21.71,20.46,22.72,22.73
Samoa,,,,,,,7.17,5.94,4.38,5.04,6.13
Finland,29.93,51.2,51.26,50.98,50.09,49.82,50.82,52.88,54.31,53.74,52.08
Honduras,,,,15.61,14.67,9.02,6.57,4.79,,17.01,
Myanmar,,,,,,,13.35,20.61,22.45,20.81,
Germany,74.74,80.39,80.43,81.02,80.95,79.36,80.92,82.68,82.48,83.37,81.3
Cambodia,,,,17.61,18.66,22.36,25.47,22.26,20.78,27.15,28.16
Vanuatu,,,,,,12.34,13.58,16.95,16.99,16.03,16.33
Japan,63.92,57.95,63.71,65.2,65.13,65.15,68.74,68.81,69.32,68.76,71.12
Ghana,,,4.13,17.26,30.36,30.7,26.47,20.49,20.31,16.42,16.03
Australia,65.99,68.04,66.55,69.43,69.66,69.94,67.72,67.65,67.41,68.51,71.24
Mozambique,,,,,,18.73,17.58,16.38,14.26,13.8,13.14
Armenia,,,,32.15,36.19,39.85,36.68,41.44,39.34,39.66,40.92
United Kingdom,56.53,51.69,51.63,52.52,51.91,50.89,52.08,52.44,49.87,52.1,48.39
North Macedonia,,,,,41.41,63.18,68.02,69.16,71.65,73.82,73.24
"Iran, Islamic Republic of",,,25.41,33.6,32.84,35.57,,,,,
Tonga,,,,,,,6.83,7.87,8.25,7.77,
Egypt,6.85,6.69,,24.36,36.21,44.03,41.93,39.46,,,
Macao,,21.49,10.53,14.57,10.71,20.68,34.69,31.77,31.64,37.87,39.79
Zambia,,18.88,11.76,14.14,20.57,21.54,15.49,17.0,12.82,10.82,12.59
Latvia,52.13,47.58,48.39,47.26,46.48,51.9,52.39,53.58,54.58,56.62,58.46
Thailand,10.79,12.95,16.65,24.48,27.95,23.7,29.65,32.41,31.33,32.47,31.43
Morocco,12.94,15.98,17.66,22.33,23.12,25.43,33.24,25.67,26.02,30.1,31.49
