Country,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2021-2021
Jamaica,15.7,,,,,,,,,12.0,,16.5
"Iran, Islamic Republic of",17.4,18.6,17.9,12.1,10.6,11.2,11.8,11.8,12.4,12.3,12.0,13.2
Trinidad and Tobago,,,,,,,,,,,,
Djibouti,,,,,18.9,,,,17.2,,,
Solomon Islands,17.3,,,,11.8,,,,,,,
Mongolia,,12.1,,10.2,11.1,9.8,,10.2,,9.9,,
Ghana,18.1,,,,18.0,,,20.6,,,,
Armenia,7.45,7.6,6.05,6.3,7.65,8.4,8.8,11.8,6.9,7.8,7.3,6.3
Cabo Verde,,17.2,,,,,15.8,,,,,
Fiji,,,11.7,,9.0,,,,,,9.6,
Nauru,,,,,10.3,,,,,,,
Poland,16.2,13.45,12.65,12.7,13.35,13.3,12.9,9.9,9.4,9.5,8.8,8.7
Egypt,5.0,,5.0,4.4,3.9,,4.7,,5.3,,5.1,
Ukraine,8.25,7.05,5.55,4.5,4.4,4.2,5.0,5.2,5.9,5.0,6.1,
Mauritius,,9.7,,,10.7,,,,10.9,,,
Slovenia,6.3,6.05,6.15,7.35,8.35,7.6,7.5,7.0,6.4,5.3,5.6,5.4
Rwanda,16.0,,,12.5,12.1,,,12.4,,,,
Guinea,,13.5,,,11.0,,,,,9.7,,
Lithuania,15.25,12.5,14.85,14.75,13.55,15.0,14.7,15.0,13.5,13.2,12.1,11.2
Togo,,13.3,,19.7,,,18.2,,,15.8,,13.1
Austria,8.2,9.05,10.85,10.25,10.15,10.5,11.3,10.7,10.7,10.2,10.5,11.5
El Salvador,21.1,17.2,18.55,17.15,16.0,15.6,14.4,16.3,14.5,15.3,14.6,17.0
"Korea, Republic of",,13.0,13.0,12.5,13.0,12.5,,12.2,,,,
