Country,1960-1967,1968-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Netherlands,7714375000.0,20837285714.29,60635571428.57,74175285714.29,136112857142.86,204232142857.14,411676142857.14,555695857142.86,706837714285.71
Lao People's Democratic Republic,29375000.0,74000000.0,56000000.0,176000000.0,342142857.14,566571428.57,1006857142.86,3702571428.57,6407714285.71
Georgia,,,,,281500000.0,780857142.86,3596000000.0,7375142857.14,10592428571.43
Eswatini,29000000.0,75428571.43,360428571.43,450142857.14,805428571.43,1058428571.43,1777714285.71,1718428571.43,1846857142.86
Sri Lanka,365375000.0,433857142.86,1203142857.14,1934000000.0,3617714285.71,5916714285.71,9862857142.86,18358428571.43,19277714285.71
Albania,77400000.0,,,318000000.0,515428571.43,1067857142.86,3453000000.0,4817857142.86,6770428571.43
Qatar,53625000.0,125142857.14,1143571428.57,1318714285.71,1996000000.0,3308714285.71,16236285714.29,28358142857.14,29856714285.71
Belgium,,,,,,179824000000.0,346018571428.57,422509142857.14,483481714285.71
Sao Tome and Principe,5125000.0,8428571.43,15428571.43,13142857.14,27142857.14,26000000.0,71285714.29,140000000.0,161285714.29
Costa Rica,142625000.0,382000000.0,1113857142.86,1144285714.29,2774142857.14,6005285714.29,11003142857.14,16392285714.29,19293142857.14
Slovakia,,,,,7235000000.0,13047142857.14,46085857142.86,76460857142.86,96971714285.71
Croatia,,,,,5436750000.0,8672142857.14,21195000000.0,21552428571.43,32907571428.57
Brazil,1425750000.0,5271000000.0,17781857142.86,16515000000.0,29486142857.14,57198571428.57,105628714285.71,212292428571.43,213976857142.86
Solomon Islands,7375000.0,16142857.14,55428571.43,79714285.71,122714285.71,113714285.71,215285714.29,473571428.57,583857142.86
Mozambique,158750000.0,345428571.43,532000000.0,622428571.43,874000000.0,1027285714.29,2841000000.0,7426571428.57,8744428571.43
New Caledonia,55250000.0,199142857.14,347571428.57,431285714.29,874285714.29,960285714.29,2240571428.57,3123428571.43,2888142857.14
Azerbaijan,,,,,770000000.0,1162285714.29,5127714285.71,9220571428.57,12596714285.71
Malawi,54125000.0,119142857.14,318428571.43,304571428.57,576285714.29,625285714.29,1386857142.86,2490428571.43,2432285714.29
Vanuatu,7250000.0,23857142.86,51142857.14,65857142.86,84857142.86,92857142.86,205142857.14,328571428.57,365857142.86
Uruguay,190000000.0,256857142.86,1022428571.43,936000000.0,2029285714.29,3244142857.14,5084714285.71,10250428571.43,9848571428.57
