Country,1995-1999,2000-2004,2005-2008,2009-2012,2013-2016,2017-2020
China,695666666.67,1395000000.0,,,,
Cuba,182400000.0,169400000.0,276750000.0,228750000.0,210500000.0,65000000.0
Kazakhstan,46200000.0,62800000.0,169500000.0,248250000.0,219250000.0,301500000.0
Azerbaijan,14400000.0,11400000.0,109000000.0,178750000.0,225250000.0,161650001.53
Cayman Islands,,,,,,41333333.33
Syrian Arab Republic,,93500000.0,73250000.0,68333333.33,,
Burundi,841289.44,520000.01,500000.01,566666.69,,
Uganda,,11750000.0,11250000.0,18250000.0,17000000.0,14500000.0
Mongolia,10600000.0,12200000.0,32250000.0,35250000.0,44250000.0,60750000.0
Israel,466600000.0,369000000.0,626250000.0,700000000.0,727000000.0,647750000.0
Malawi,3600000.0,11200000.0,16000000.0,9000000.0,4000000.0,5500000.0
Australia,2214200000.0,2323000000.0,3073000000.0,2562000000.0,2114750000.0,1812000000.0
Comoros,,,400000.01,250000.01,633333.35,625000.0
Costa Rica,113800000.0,146000000.0,185500000.0,208250000.0,163500000.0,200750000.0
Antigua and Barbuda,,,,,92666666.67,68750000.0
Barbados,8800000.0,9000000.0,7250000.0,9250000.0,25500000.0,
Thailand,1612000000.0,2570600000.0,3510750000.0,3774500000.0,3716250000.0,3855250000.0
Yemen,,,,139000000.0,90500000.0,
