Country,1970-1974,1975-1979,1980-1983,1984-1987,1988-1991,1992-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019
Libya,12.78,11.39,9.88,9.18,9.74,10.39,7.16,5.08,5.3,8.74,13.64,12.86
"Tanzania, United Republic of",2.39,2.43,2.35,2.2,2.12,1.67,1.7,1.63,1.7,1.7,1.8,1.61
Bosnia and Herzegovina,0.0,0.01,0.01,0.01,1.16,6.58,6.1,9.52,10.88,11.93,12.97,14.6
Namibia,15.05,13.85,13.26,12.6,12.0,11.0,11.48,13.34,14.8,15.11,15.54,13.08
Zambia,3.74,3.73,3.4,3.3,3.16,3.51,3.5,2.79,3.28,3.11,4.18,2.88
Mongolia,18.1,17.07,15.87,14.91,17.11,18.14,17.02,13.0,10.5,11.07,13.98,11.67
Yemen,,,,,3.0,3.14,3.1,3.37,4.21,4.1,3.55,3.07
Equatorial Guinea,9.91,14.44,13.8,12.24,12.59,11.92,13.84,17.8,29.46,31.79,29.03,18.5
Saudi Arabia,18.13,20.68,30.05,23.58,20.7,22.2,18.2,20.64,23.42,26.8,32.73,30.83
Somalia,10.19,8.49,6.86,7.1,6.8,6.07,6.27,5.94,5.29,4.45,4.14,3.65
Sierra Leone,2.21,2.26,2.1,2.22,2.12,2.06,2.12,2.22,1.88,1.92,2.42,2.45
Australia,33.5,35.28,34.62,34.04,34.25,35.72,40.88,43.48,46.62,45.13,47.44,47.28
North Macedonia,0.02,0.02,0.02,0.02,0.82,12.89,15.65,19.02,18.7,15.44,15.09,14.13
Cuba,10.81,12.21,13.1,13.6,14.15,12.17,11.2,8.47,7.41,7.99,8.24,8.86
"Moldova, Republic of",0.02,0.02,0.03,0.03,7.08,16.46,11.4,11.91,8.29,5.61,4.2,3.7
Türkiye,6.76,7.69,7.3,8.2,8.99,9.99,10.71,9.02,12.6,15.46,17.76,16.95
Bahrain,31.51,30.74,29.24,30.32,30.38,33.27,35.7,26.33,28.79,23.05,24.88,25.09
Pakistan,2.59,2.58,2.67,2.69,2.68,2.69,2.77,2.44,2.93,3.0,2.98,3.51
Tunisia,6.66,7.53,7.68,7.81,6.95,7.46,7.8,9.67,9.18,10.18,9.56,9.58
Mexico,7.88,7.98,8.44,8.15,8.2,9.46,9.54,10.62,11.14,10.9,10.19,10.38
Germany,22.32,22.46,22.41,22.62,23.52,26.15,25.98,23.12,21.09,20.91,20.37,20.35
Ethiopia,,,,,,1.04,0.28,0.42,0.36,0.52,0.46,0.54
Jamaica,8.23,8.02,8.79,8.86,9.54,8.71,9.53,11.08,11.04,9.67,9.67,9.62
Angola,3.8,3.19,2.84,2.7,2.58,3.28,2.31,3.01,3.4,4.77,4.04,2.47
Guatemala,2.53,2.64,2.55,2.54,2.78,3.08,3.17,3.76,4.45,4.38,5.23,6.08
South Africa,15.41,13.53,13.31,12.44,11.63,11.4,10.65,10.73,9.66,9.17,9.03,7.61
Netherlands,24.74,25.31,24.16,24.27,25.91,28.69,32.57,34.61,40.49,35.63,30.34,31.92
