Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2013,2014-2015,2016-2017,2018-2019
Benin,20.61,20.66,20.16,19.49,18.86,18.14,17.45,16.98,16.7,16.46,16.22
Papua New Guinea,1.06,1.12,1.19,1.32,1.54,1.93,2.47,3.3,3.87,4.21,4.97
Sao Tome and Principe,4.84,4.76,4.66,4.48,4.13,3.69,3.71,3.58,3.43,3.36,3.28
Bulgaria,35.0,32.31,29.6,28.3,28.45,28.38,24.93,24.46,22.98,22.45,22.32
Burkina Faso,3.98,4.61,6.27,8.64,12.15,16.89,22.75,28.37,31.4,27.54,25.14
Georgia,8.12,7.09,5.48,4.45,4.19,3.76,4.4,4.75,5.08,5.72,5.67
Congo,25.21,25.0,24.57,24.03,23.85,23.45,23.14,22.71,22.6,22.72,22.31
Jamaica,11.73,11.96,8.61,6.27,5.67,5.1,6.16,6.21,5.79,6.1,5.87
Turkmenistan,41.85,40.06,38.43,36.48,34.76,33.85,33.41,33.74,34.38,35.17,36.11
New Zealand,14.81,14.05,12.92,11.98,11.42,10.73,9.6,9.12,9.77,9.18,9.11
Comoros,13.37,13.01,12.6,12.36,12.38,13.6,15.04,16.17,16.8,16.72,16.46
Mexico,21.52,20.83,20.71,21.72,19.95,18.18,16.24,16.2,16.77,17.42,17.43
Romania,30.66,25.42,22.02,21.87,24.94,24.6,20.57,20.03,20.34,21.35,21.18
Haiti,3.04,2.95,2.86,2.67,2.52,2.42,2.26,2.15,2.11,2.04,2.0
Central African Republic,6.77,6.54,6.24,5.94,5.75,5.59,5.36,5.11,4.85,4.67,4.58
Armenia,10.49,9.69,8.96,8.44,8.04,7.39,5.86,7.01,7.8,8.33,11.15
Indonesia,14.1,16.38,15.53,15.62,15.09,14.99,14.81,15.75,15.59,16.33,16.83
Guyana,19.7,20.08,18.77,13.86,12.28,11.84,11.65,11.52,11.41,11.2,10.99
Mozambique,0.28,0.29,0.3,0.33,0.41,0.62,1.02,1.59,2.35,2.86,3.16
Somalia,1.04,0.99,0.94,0.89,0.86,0.82,0.82,0.82,0.81,0.8,0.79
