Country,1950-1975,1976-2000,2001-2025,2026-2050,2051-2075,2076-2100
South Sudan,2.9,2.5,2.62,4.24,5.75,11.48
Poland,6.73,10.36,15.38,24.41,33.73,34.71
Thailand,3.02,4.23,10.78,25.79,35.55,39.08
Equatorial Guinea,5.01,3.68,3.19,4.54,8.04,12.63
gbg,14.6,15.39,17.1,23.54,31.6,35.02
Switzerland,10.58,14.29,17.5,25.86,30.77,31.87
Burundi,3.23,2.91,2.39,3.15,6.01,10.98
Belgium,12.42,14.94,18.17,25.0,29.31,32.15
Iceland,8.24,10.5,13.29,20.97,29.2,33.0
Panama,3.7,4.41,7.1,13.82,21.25,27.56
Algeria,3.45,3.3,5.31,11.55,19.36,25.81
"Tanzania, United Republic of",2.41,2.87,2.96,3.68,6.37,11.76
Réunion,3.47,5.49,10.05,20.21,23.74,30.02
French Guiana,5.83,3.89,4.56,9.36,12.78,18.29
Tonga,3.32,4.32,5.91,8.06,11.28,18.31
Bermuda,5.81,8.85,15.63,31.33,34.81,37.43
Burkina Faso,2.74,3.37,2.66,3.28,5.9,10.69
Costa Rica,3.16,4.75,8.48,18.01,29.91,36.15
India,3.44,4.11,5.67,11.11,20.3,27.77
Ukraine,8.15,12.35,16.5,24.92,32.02,33.83
Togo,3.41,2.9,2.9,4.11,6.31,9.85
Paraguay,3.88,4.15,5.39,9.53,17.04,23.54
Russian Federation,6.48,10.54,14.12,20.79,26.45,27.6
United States,9.34,11.92,14.38,21.86,26.11,29.74
Mali,2.75,3.48,2.69,2.6,4.34,8.41
Sweden,12.33,17.07,18.87,23.16,27.53,30.98
