Country,2007-2008,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020
Kyrgyzstan,,,,,98.17,,,,,
Philippines,89.82,89.31,,,,,,,,
Guinea-Bissau,,87.66,84.93,68.92,,,,,,
Angola,,,,,,,,,,
Cambodia,,100.0,99.98,99.27,,,,,,
Estonia,,,,87.32,89.41,93.43,92.65,89.83,89.18,88.93
Senegal,,86.8,83.31,89.23,88.66,97.15,,97.1,,
Gabon,,76.72,64.53,85.12,,,,,,
Grenada,,,,,,,,,,
Mongolia,,,94.65,100.0,100.0,85.49,90.24,,,
South Africa,96.1,98.82,97.95,97.59,96.39,,95.05,95.79,96.74,96.77
"Venezuela, Bolivarian Republic of",92.79,95.98,,,,99.22,95.71,,,
Timor-Leste,72.22,,96.3,95.51,,,,,,
Cameroon,90.04,87.56,95.88,,,,,,,
Bulgaria,84.89,93.52,96.11,,,,96.6,96.14,95.25,96.03
Nicaragua,,92.27,,,,,,,,
Cuba,96.05,98.08,,,,,,,,
Bermuda,,,,,,,89.4,,,
Syrian Arab Republic,,,,,90.41,,,,,
Azerbaijan,,,,,99.49,98.34,,,88.19,89.51
Malaysia,98.23,96.34,95.05,91.2,,91.69,91.06,92.86,95.64,99.2
Afghanistan,,82.67,86.69,83.85,84.52,86.94,89.36,,,
Trinidad and Tobago,,,,,,,,,,95.89
Chile,97.03,97.65,,,,,93.53,87.16,94.6,94.68
Burkina Faso,71.93,95.41,76.97,,,90.49,,,,
India,,,,,,,,,,
Central African Republic,96.76,92.6,,,,,,,,
Hong Kong,92.46,92.95,93.81,,,,,,,
