Country,1969-1979,1980-1990,1991-2001,2002-2012,2013-2023
Solomon Islands,,,,211445401.62,409892685.37
Zambia,,,,2446217484.01,3427295616.23
Benin,53882605.93,182361818.23,301804813.68,816820681.19,1522397690.93
Brazil,,70112946236.5,118276982301.35,271581287325.4,381275490237.55
Suriname,,,,421580318.51,
Russian Federation,,101544108776.51,65270106822.81,214401323702.08,321865687848.38
Gabon,208625231.73,675826706.32,649132611.06,1631604982.05,2177812099.57
Croatia,,,5615117784.65,10988891193.74,13836758520.31
Kyrgyzstan,,668750000.0,347981251.26,700597414.06,1433739921.42
Slovenia,,2975233050.85,3387661567.73,8116332879.45,10299500320.93
Jordan,757632248.13,1360412589.34,1634807168.68,3868251814.54,6992331768.39
Peru,,2277290942.94,4820629961.85,11826084932.21,28879194614.22
Honduras,139272683.57,452791467.5,528176485.39,2066466874.52,3593062644.47
Belgium,13281729191.12,27818713201.96,52533909770.2,98374471881.19,127784030045.94
Czechia,,8917304795.86,10994413543.24,34224053901.16,48539436370.2
Cuba,3820006862.12,7558954837.19,7862545696.06,18159878297.64,30417875000.0
Hong Kong,578680857.44,2942967929.62,12450869420.84,18999467770.51,37879551752.43
Türkiye,4651971580.07,7564656576.83,23668467467.04,82371268898.51,121530530737.89
