Country,1967-1974,1975-1981,1982-1988,1989-1995,1996-2002,2003-2009,2010-2016,2017-2023
Norway,43551200000.0,96751428571.43,185213285714.29,257723857142.86,398363571428.57,596665857142.86,879746428571.43,1289361142857.14
Mauritius,,4093000000.0,10610571428.57,33563142857.14,70235714285.71,139718500000.0,223828142857.14,280203857142.86
Zimbabwe,,1240927428.57,1476430500.0,2309866342.86,2702660371.43,2734080957.14,7149202828.57,985120959766.67
"Palestine, State of",,,,2242950000.0,2759742857.14,3826242857.14,6701885714.29,9820585714.29
Paraguay,14870769303.88,76525285714.29,545969995764.29,5470710929314.29,11009888935371.43,28578982557571.43,57183889619714.29,91697089564723.0
Brazil,0.01,0.27,312.63,14298611635.74,132313657257.14,306470922742.86,682661428528.57,1340891070357.14
Niger,36920518650.0,134648953485.71,182093611428.57,180643896857.14,312111710357.14,662200600828.57,1507104776042.86,2034216588285.71
Bahamas,,689820000.0,1242833333.33,1720374285.71,2906241428.57,4301214285.71,4743685714.29,5002928571.43
Azerbaijan,,,,213533916.67,1926885714.29,7215657142.86,15888185714.29,31790142857.14
Kazakhstan,,,,164189974975.0,1018308128571.43,4188542614285.71,9492739600000.0,19351553316666.67
Burundi,2792462500.0,12410228571.43,30310035714.29,59704241685.71,84103171242.86,435176714285.71,1048107300000.0,1473560382728.57
Northern Mariana Islands,,,,,782000000.0,670857142.86,578571428.57,748500000.0
Papua New Guinea,288437525.0,691128600.0,1296914271.43,1946762642.86,4613946957.14,7122381850.0,,
Honduras,511875000.0,2232632980.33,3336497013.99,14296733957.71,61852440614.29,156188857142.86,254289157142.86,403693857142.86
Chile,265572062.02,154743318584.07,800585197867.14,4678107192728.57,11521124308100.0,24979525076714.28,44442530302142.86,69281864124214.29
Cyprus,,584829871.43,1438398328.57,3071458100.0,6499250714.29,9240181142.86,11582534285.71,20162974142.86
Luxembourg,1678985600.0,3023870142.86,6131142428.57,10771621571.43,22864112000.0,42809230857.14,72302943142.86,117644692857.14
Côte d'Ivoire,138375002112.5,646057150771.43,940261001485.71,1054911037442.86,2951364902442.86,4061102853857.14,6169738946685.71,9230708587757.14
Iceland,345082400.0,3426315000.0,48389419000.0,125386754000.0,243214624285.71,517266495428.57,903494772714.29,1345993519000.0
Macao,,,11235428571.43,24489000000.0,30324428571.43,58747142857.14,118088142857.14,157261000000.0
