Country,1993-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Timor-Leste,,,1918433.33,17438237.51,69409976.04,161853104.6
Costa Rica,116450000.0,191279548.3,474263389.1,513785394.26,523400969.74,547418873.08
Luxembourg,,31796152.14,45042534.22,69503914.07,70926539.03,108125777.62
Trinidad and Tobago,29536769.98,59860000.84,94880000.0,129057278.45,141205636.07,189626197.97
Cameroon,9834342.3,20366771.88,114638954.12,137821452.8,202952850.17,305076352.43
Switzerland,154552991.48,140197983.45,,,,
Samoa,39142695.83,44670829.75,92854419.03,148741894.68,131406872.77,221512317.34
Mauritania,3646308.81,,,,68781061.25,88883491.73
Cyprus,80340692.9,5812880.94,201904449.08,544212360.56,324376791.3,493108082.62
Chad,436985.45,,,,,
Guinea,1476400.0,28420844.29,37508000.0,62660000.0,54481129.2,243421425.0
Syrian Arab Republic,,743000000.0,894693292.68,1311349375.0,,
"Tanzania, United Republic of",,4066666.67,14166525.41,293217948.42,364661033.09,463448307.14
Hungary,138451109.21,96044508.0,66071523.23,216365387.26,395016743.19,498911692.55
Belize,14985750.0,25284948.08,54975144.23,74119266.92,86537841.28,127107515.5
Finland,,,,100928365.82,89015565.19,84802556.55
Russian Federation,,298183333.33,1710022000.0,2008036000.0,3882150000.0,6141843333.33
Slovenia,41133333.33,15260000.0,12399854.91,34750497.92,63886135.93,85949297.41
Croatia,450970554.93,968963023.31,1520878906.84,1427822663.61,1753668154.81,2407552114.15
"Palestine, State of",91117641.44,395529491.79,184439985.79,457017471.62,223252172.64,194350599.34
Gabon,3257666.73,2131076.11,2002585.86,6876818.38,8822004.09,
Serbia,,,3486998107.18,3863972188.7,3423247485.07,4495505328.52
Nicaragua,99166666.67,354200000.0,677940000.0,918940000.0,1297060000.0,2713140000.0
Mexico,4199167333.33,9266138334.0,23693601225.6,22807744078.6,28557505764.2,50732923862.0
Bermuda,,,231505.03,1206036.7,1564089.24,
