Country,1960-1969,1970-1978,1979-1987,1988-1996,1997-2005,2006-2014,2015-2023
Malawi,17921.7,65513.89,162192.67,304771.56,499041.33,735325.33,1081394.0
Switzerland,607832.4,713579.89,785781.78,1026749.89,1141672.22,1257772.67,1381386.0
Austria,1624561.8,1590934.89,1536032.78,1541114.44,1574880.33,1732039.22,1910677.0
Somalia,146495.0,393200.33,666487.56,1077750.89,1255060.44,1404924.67,2186253.89
Guatemala,748527.2,1025641.78,1234717.0,1528033.33,2041855.22,2551068.33,2902062.78
Chad,106716.1,218519.78,365331.44,516782.44,718342.11,994847.33,1378967.11
"Tanzania, United Republic of",262753.6,609889.33,1163255.22,1834584.0,2777081.67,4538261.56,7464963.89
Viet Nam,2571560.1,3671694.56,4677850.56,5695051.11,8024090.78,11615713.44,16697224.78
Haiti,332143.1,553858.44,808518.44,1253393.56,1806493.78,2346435.11,2707964.78
Honduras,166735.6,278531.78,431327.22,605929.67,779933.89,1046997.22,1401808.78
Angola,310940.4,573224.11,929879.67,1715127.56,3051726.56,5367768.56,8092160.11
Russian Federation,20306245.0,24279062.22,27287372.56,28707175.44,29409070.44,31185458.67,33545433.89
Sierra Leone,148543.1,267453.56,422814.89,564432.78,709956.78,907659.0,1171613.22
Chile,2267753.7,3044668.67,4016862.67,4810279.22,5726737.56,6270662.11,6718767.0
Serbia,741917.1,956862.89,1093558.44,1154264.22,1265328.0,1336320.11,1391579.78
Costa Rica,282884.3,424070.67,586974.89,794428.78,1037071.56,1202854.33,1379014.78
Mexico,12050184.0,18472160.78,25824990.22,33242514.44,40141352.44,45960127.11,52078778.56
Burkina Faso,80689.3,160324.56,355835.44,589540.33,1008433.67,1752900.78,2673397.11
Paraguay,457225.5,636186.78,862224.56,1202637.89,1791167.11,2579282.67,3260831.89
Congo,256131.5,460547.56,798331.22,1148296.11,1638483.33,2406841.33,3475372.44
Mongolia,239884.4,345026.11,464462.44,607441.0,804880.56,1139432.44,1537273.22
Mali,158251.3,333822.22,560710.0,812195.44,1215879.44,1872838.78,2548123.78
Tunisia,654027.8,867820.78,1159716.67,1567457.22,1785894.0,2015948.33,2328520.78
Morocco,2001155.4,2991191.0,4090741.0,5237247.22,6202964.33,7035984.11,7960260.89
Uruguay,1319384.6,1396060.44,1485478.44,1564886.44,1602120.22,1659596.78,1743049.89
Romania,1152453.2,1631852.56,1915945.0,2031540.89,1943138.78,1886430.89,1812441.78
Zambia,160163.3,365396.89,593620.56,815404.33,1139957.89,1736000.11,2662347.33
Hong Kong,2974742.9,3746553.11,4805574.67,5899840.56,6663138.89,7024770.78,7478554.22
Denmark,1348069.3,1230231.11,1072958.22,1040794.22,1088423.67,1194601.78,1330346.78
Ethiopia,595012.6,889322.78,1355924.44,1933555.89,2429480.22,3151492.78,4622882.44
