Country,1960-1970,1971-1981,1982-1992,1993-2002,2003-2012,2013-2022
Angola,7.1,7.48,7.36,6.78,6.32,5.57
Italy,2.5,2.02,1.39,1.23,1.4,1.31
Netherlands,2.97,1.76,1.55,1.62,1.74,1.61
South Africa,5.94,5.1,4.19,2.78,2.49,2.38
Myanmar,5.93,5.21,3.98,2.97,2.46,2.21
Peru,6.7,5.57,4.24,3.08,2.62,2.28
"Congo, The Democratic Republic of the",6.21,6.43,6.66,6.7,6.59,6.32
Burundi,7.11,7.26,7.33,7.02,6.48,5.43
Eritrea,6.5,6.59,6.47,5.67,4.77,4.07
Uganda,7.08,7.19,7.05,6.88,6.3,5.01
Liechtenstein,,,,1.52,1.49,1.5
Nicaragua,7.01,6.36,5.04,3.45,2.69,2.41
United Kingdom,2.73,1.92,1.8,1.69,1.84,1.7
Kenya,7.92,7.81,6.63,5.26,4.58,3.6
Bermuda,3.0,1.84,1.7,1.73,1.73,1.38
