Country,1990-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020
Lesotho,75.45,75.28,74.56,72.94,71.06,69.52,68.29,67.68,67.74,67.47
Iceland,74.55,75.57,75.96,77.82,76.31,76.47,74.62,75.24,77.14,74.24
Türkiye,55.06,53.5,51.75,48.56,46.31,45.31,47.71,49.49,51.74,52.02
Tunisia,48.69,48.56,47.99,46.68,45.48,45.74,46.68,47.32,46.95,46.32
Puerto Rico,45.56,46.41,47.77,46.64,47.05,46.76,44.59,42.42,40.64,39.31
Equatorial Guinea,59.99,59.9,59.05,59.07,59.87,60.55,61.58,61.82,62.1,61.52
Bangladesh,57.81,57.84,57.72,57.6,57.49,57.22,56.93,56.74,57.37,57.95
Norway,61.93,63.19,66.47,66.97,65.65,66.5,65.78,65.01,64.29,63.91
South Africa,56.46,56.08,55.61,55.26,55.13,55.36,52.99,53.61,55.69,54.52
Bulgaria,57.46,54.92,52.02,50.89,50.57,53.75,53.42,53.69,54.36,55.67
Gabon,46.66,46.55,46.63,47.07,47.48,48.22,49.36,50.3,51.81,52.53
Kenya,73.22,72.56,72.15,69.93,66.36,67.46,70.61,73.03,74.73,73.54
Zambia,79.84,79.57,79.36,79.36,79.58,78.5,76.68,75.36,75.02,74.45
Malawi,77.96,77.86,77.91,77.81,77.48,77.44,77.56,77.58,77.05,76.07
Guinea,64.24,64.26,64.19,63.98,63.7,63.37,63.01,62.6,62.02,60.84
Jordan,40.86,42.27,42.24,41.83,40.9,41.46,41.82,39.6,39.35,38.94
Singapore,63.34,64.9,65.75,65.82,65.4,67.25,68.74,70.09,71.15,70.26
