Country,2010-2011,2012-2013,2014-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Liberia,28.48,,35.76,26.16,35.89,,,,,
Ukraine,,,,,,,,,,
United States,98.7,98.85,98.77,98.9,97.59,98.99,99.63,99.09,97.35,99.1
Thailand,57.62,57.78,,62.1,,63.23,68.24,,,69.41
Togo,17.81,,45.59,,30.04,,46.56,,,
Peru,60.39,62.1,64.0,64.69,65.18,65.69,67.09,68.58,68.78,70.15
Russian Federation,99.23,,,,,,,,99.83,
Barbados,,,,,,,,,,
Cameroon,26.41,,65.5,,,52.98,,,,
Uganda,36.59,23.95,,33.81,72.32,,,,80.97,
Norway,100.0,99.95,99.59,99.6,99.61,99.31,99.65,99.05,87.2,96.52
Dominican Republic,66.0,67.26,69.76,70.55,71.59,71.92,73.96,73.35,74.77,74.94
Egypt,,,,,,,,59.48,60.03,
Colombia,72.42,73.87,75.46,76.92,77.61,78.56,79.93,81.94,81.71,82.35
Germany,100.0,100.0,100.0,100.0,98.82,100.0,98.76,100.0,98.69,98.67
Seychelles,,,,,,,,,,
South Sudan,,,,,,,,,,
French Polynesia,,,,,,,,,,
Benin,,,,,13.24,24.26,17.35,,17.01,
Papua New Guinea,,,,,,42.91,,,,
Zambia,,,,,83.29,52.07,79.78,83.96,83.3,83.79
Bulgaria,98.61,98.74,98.64,98.79,98.99,98.89,98.92,99.08,98.99,99.06
Ecuador,74.06,76.64,80.54,81.73,81.36,81.0,81.57,81.63,82.9,82.37
