Country,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2020,2021-2021,2022-2022
Lebanon,8.06,,,,,,8.54,,,
Belarus,,,,,,16.1,9.08,11.54,12.71,10.04
Mongolia,6.34,4.43,5.21,3.43,3.86,3.99,5.38,5.59,6.57,5.89
Comoros,,,,,8.04,,,,5.88,
Tajikistan,5.08,9.25,,,,,,,,
Latvia,12.26,24.66,32.03,23.13,21.3,17.22,13.73,16.27,15.06,15.16
Yemen,,,15.92,,12.21,,,,,
Tuvalu,,,,,,18.44,,,,10.73
Philippines,8.17,7.02,6.3,6.45,5.6,2.93,,,2.58,1.9
Samoa,,,,9.08,,6.2,,,,3.35
Benin,,,1.71,,,,0.64,,,1.41
Cameroon,2.73,,,,2.19,,,,3.42,
Saudi Arabia,,,,,,1.7,1.23,2.12,2.85,1.73
Luxembourg,5.81,6.57,6.46,8.96,10.34,10.22,7.65,10.73,9.33,7.65
Mozambique,,,,,4.38,,,,,
