Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2015,2016-2017,2018-2019
Timor-Leste,63.94,64.5,64.94,63.93,63.91,63.79,64.43,64.88,65.04,65.03,64.9
Brunei Darussalam,18.51,14.87,11.31,8.41,7.49,7.4,7.37,7.4,7.46,7.57,12.9
Papua New Guinea,52.91,53.8,53.67,52.17,43.0,33.25,24.71,22.19,22.42,22.51,22.51
Barbados,7.99,6.6,4.7,6.06,7.68,8.86,10.2,11.28,10.64,13.84,14.1
Yemen,18.22,19.01,18.42,17.17,16.05,15.21,14.63,14.2,14.6,16.24,17.02
New Zealand,5.99,5.75,6.23,7.79,10.22,12.93,16.1,19.84,21.62,23.74,24.12
Bulgaria,4.28,4.02,3.43,2.9,3.64,2.78,3.39,3.1,4.12,4.92,6.25
Botswana,35.05,33.74,32.11,35.36,34.69,32.96,31.09,34.23,36.14,35.84,35.26
Viet Nam,24.99,25.35,25.77,26.03,26.29,26.56,26.96,28.0,29.66,28.63,24.95
Guatemala,37.73,37.65,37.58,37.49,37.39,37.23,36.94,36.87,36.02,36.27,36.92
Egypt,14.46,15.61,15.99,12.69,8.21,9.64,10.36,10.38,9.76,11.83,10.04
Comoros,32.79,32.8,32.6,31.88,31.26,30.19,28.88,27.62,26.78,26.56,26.25
North Macedonia,4.74,5.2,4.87,4.7,5.15,3.53,3.35,2.82,2.66,3.08,3.53
Germany,2.78,2.54,2.66,2.62,2.79,3.49,3.99,4.98,5.91,6.8,7.6
Peru,31.65,31.56,42.18,43.81,44.93,46.77,51.18,50.2,50.18,49.72,52.12
Australia,5.23,5.17,5.79,5.99,6.43,8.04,10.13,11.76,12.32,12.82,14.35
Hong Kong,11.87,8.85,6.64,5.83,5.49,5.55,5.41,6.94,9.09,9.91,10.12
"Moldova, Republic of",12.99,16.29,18.45,19.08,16.07,11.34,7.26,7.1,9.78,11.5,7.0
Kenya,54.66,53.97,53.24,53.52,55.42,57.7,60.87,63.99,66.52,67.74,66.66
Netherlands,3.37,3.06,2.93,2.85,4.1,5.33,6.32,6.38,7.45,7.33,8.84
Chad,68.89,69.3,69.46,69.63,69.43,68.96,68.88,68.62,68.26,68.28,68.03
