Country,1950-1966,1967-1983,1984-2000,2001-2017,2018-2034,2035-2051,2052-2068,2069-2084,2085-2100
"Bolivia, Plurinational State of",15.8,15.8,14.7,12.15,9.82,8.06,6.77,5.93,5.42
Estonia,7.08,6.68,5.92,4.8,4.53,4.31,4.14,4.12,3.97
Barbados,13.04,9.37,7.3,6.03,4.97,4.54,4.33,4.19,4.11
Dominica,16.42,13.78,10.83,7.52,6.13,4.83,4.33,3.91,3.92
New Caledonia,15.49,14.83,11.29,8.47,6.58,5.6,4.94,4.61,4.36
Aruba,15.89,10.4,8.58,5.95,3.76,3.66,3.18,3.47,3.27
Guyana,18.13,15.45,12.86,10.75,8.86,7.19,6.17,5.33,4.7
Ireland,10.33,10.28,7.58,7.07,5.48,5.17,4.56,4.56,4.29
Cambodia,17.46,14.75,16.89,10.99,8.61,7.04,5.88,5.23,4.78
Haiti,15.46,15.3,15.43,12.54,10.23,8.32,7.04,6.17,5.61
Vanuatu,18.89,17.91,16.81,14.65,12.95,11.18,9.49,8.25,7.18
Botswana,17.66,17.99,14.98,12.28,10.2,8.28,6.97,6.26,5.69
Gibraltar,8.56,9.08,6.86,5.73,5.07,4.6,4.22,4.09,3.86
Tajikistan,16.44,16.33,16.44,13.36,11.63,9.91,8.14,6.93,6.03
Lao People's Democratic Republic,16.5,16.71,16.67,12.46,9.64,7.47,6.14,5.36,4.88
Solomon Islands,18.45,18.94,17.18,15.46,13.28,11.34,9.57,8.22,7.1
Northern Mariana Islands,19.12,16.75,13.57,8.94,6.11,5.66,5.11,4.68,4.22
Philippines,19.02,16.63,14.4,11.92,9.78,8.08,6.82,5.91,5.32
Sri Lanka,16.34,13.61,9.91,8.31,6.4,5.6,4.76,4.37,3.91
Syrian Arab Republic,18.27,19.32,16.38,13.35,9.77,8.05,6.51,5.49,5.11
"Iran, Islamic Republic of",17.46,17.26,14.34,8.11,6.46,5.2,4.4,4.29,4.02
