Country,1991-1995,1996-1999,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019
South Sudan,18.56,18.81,18.98,19.07,19.31,20.28,22.51
Syrian Arab Republic,43.3,42.81,44.21,50.32,53.84,62.3,66.32
Hungary,55.99,58.52,60.03,62.57,64.18,65.02,63.45
Vanuatu,29.86,30.14,30.49,31.72,30.94,28.62,28.89
India,22.07,23.28,24.38,25.37,26.69,29.41,31.48
Solomon Islands,43.13,43.94,43.3,44.48,46.79,49.18,50.29
Iraq,50.53,50.59,51.84,54.22,55.18,55.75,57.82
Equatorial Guinea,35.53,37.38,37.29,36.52,36.45,38.06,40.16
Estonia,49.87,57.76,61.3,60.8,63.49,65.32,67.04
New Zealand,64.25,67.1,68.49,70.41,72.45,73.18,73.93
Madagascar,13.65,14.18,14.95,15.59,20.08,24.32,26.41
Mozambique,13.13,14.12,15.54,16.86,18.11,19.55,20.82
Czechia,48.97,52.87,55.01,56.32,58.02,59.14,59.48
Niger,14.28,14.72,15.39,16.27,17.41,18.78,20.16
Timor-Leste,31.81,32.72,35.0,37.56,39.2,43.07,44.82
Bulgaria,42.53,49.84,56.22,56.88,58.94,62.88,63.3
Tonga,34.28,35.37,36.98,39.8,43.05,46.52,49.38
Mauritania,38.17,39.82,41.43,44.06,45.98,48.22,50.51
Bangladesh,20.13,25.1,27.46,35.51,35.6,36.13,39.0
Luxembourg,70.1,75.07,77.43,80.72,84.94,86.6,87.6
Zambia,22.22,22.84,21.69,20.79,25.51,35.61,38.92
Liberia,32.85,35.07,37.61,38.92,41.67,44.67,46.59
chanisl,58.26,59.67,62.01,64.76,67.5,69.79,71.94
