Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Luxembourg,10702223183.06,10946539541.57,13354554748.51,20608137155.89,32650444510.43,55987986483.94,77572527099.27,99684886200.6,123917385820.43
Guinea-Bissau,,,,,14124843287.64,46267827502.34,64803015342.02,133078812819.51,201193339454.46
Mali,78320720200.88,121844462382.42,181043998117.67,225246272191.62,338210762404.63,604985792421.28,850915834685.83,1203555434059.5,1412631881485.43
Tonga,,,,,,,124301303.69,169969460.11,193816722.96
Algeria,1492391577919.48,2925910267057.87,3211512296584.31,2132011277543.72,2319872413745.83,5304077582791.87,7359231485727.66,5845402008352.01,5397222067566.33
Lebanon,,,,1323674434213.18,4710226619858.85,10264132935885.78,17041604239381.06,18227620752141.38,13113185812595.03
Latvia,,,,,4286436249.92,6269284802.7,10656527543.48,14817984419.08,19857286009.75
Thailand,239915017472.92,343552190523.83,504978735228.6,1335140375267.0,2581513536133.57,3881150939462.72,5890766236439.69,7491658957452.65,7520047453159.04
Ethiopia,,,,,,,120408250624.91,127796173744.86,161847467917.01
Netherlands,81271166155.87,100459206774.83,119770431038.55,163515852098.69,243686776649.68,358433646428.26,449917228410.37,548331850834.91,669754276357.28
Jamaica,,,,,,,286587885086.47,251585497809.72,329175305578.85
Armenia,,,,,440827763367.33,865100186810.67,940597603283.42,1331213234333.43,2330966076353.88
South Africa,326940211690.52,375326488952.06,364107086303.38,435926034237.91,573002495877.28,715795718724.69,1034859529029.73,1201737269344.97,1370920782962.13
Lao People's Democratic Republic,,,,,,8177677079903.82,20404927398082.64,38940614095468.29,
Costa Rica,831436524784.05,1259894330640.87,1418956072363.37,2275630377519.01,3902161323612.86,5096692181596.95,6429821726128.76,9307583431738.66,12372501085767.32
Somalia,6138657650.05,14249846490.89,11957113940.7,5748585557.78,,,,31655822980799.84,41163370270647.28
Viet Nam,,,,78536818779731.22,228280457538941.38,609463884220508.6,1341754608139064.8,2958748016331193.5,5153126091336329.0
"Palestine, State of",,,,,951364305.2,1055412194.96,1455398148.49,2174820717.51,2556359901.5
Kuwait,,,,,,,25954268728.43,23730785553.96,18619726109.84
Togo,290640583381.74,470386004636.04,596922209527.95,554450656733.82,476343096521.48,537496854071.03,598159082011.64,919221750266.19,1040806468206.14
Australia,36647627062.08,42234161173.85,49416990617.13,78269840505.8,118918080099.43,177166589923.58,311573200261.54,408921992815.9,548902655245.86
Germany,152919960700.85,191397449596.06,240041023921.9,360741910039.8,516134847873.24,790345278599.18,1092417598006.31,1368286616989.26,1565119181659.96
Mauritius,,39470721158.12,52167842774.76,98627830274.36,136547054038.96,168408480116.1,171052623753.68,214427126219.49,199843007946.48
