Country,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020
Tajikistan,24.67,45.33,50.67,73.0,74.33,80.33,67.0
Greece,87.0,87.0,87.0,87.0,87.0,87.0,84.67
Niger,23.67,36.67,47.33,54.67,58.67,53.33,56.67
Mauritania,47.0,49.0,54.33,48.33,54.67,55.0,59.67
Jamaica,80.0,80.0,80.0,80.0,80.0,80.0,82.33
Bulgaria,80.0,80.0,80.0,80.0,80.0,80.0,79.33
Albania,87.0,87.0,87.0,87.0,87.0,87.0,76.67
Malawi,55.0,54.67,48.0,43.0,44.0,52.33,58.0
"Congo, The Democratic Republic of the",41.67,52.0,52.33,53.0,48.0,52.0,65.67
nld_curacao,,,,87.0,87.0,87.0,
Comoros,58.0,41.67,55.0,52.5,50.67,52.0,52.33
Kuwait,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Bahamas,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Haiti,46.33,57.33,58.33,64.33,76.67,76.0,65.33
Mongolia,33.67,40.67,42.67,37.67,35.0,34.0,29.0
South Sudan,,,,32.0,33.0,41.67,62.0
Central African Republic,18.5,17.33,28.0,29.67,37.33,41.33,46.0
Iceland,87.0,87.0,87.0,87.0,87.0,87.0,98.0
Bermuda,,87.0,87.0,87.0,87.0,87.0,87.0
Greenland,,,,87.0,87.0,87.0,87.0
El Salvador,80.0,80.0,80.0,80.0,80.0,80.0,72.33
Gambia,66.33,71.33,63.67,66.67,69.33,69.0,66.67
Ireland,87.0,87.0,87.0,87.0,87.0,87.0,87.0
Chad,37.0,36.0,39.0,53.67,58.33,54.33,57.67
Latvia,87.0,87.0,87.0,87.0,87.0,87.0,
Antigua and Barbuda,87.0,87.0,87.0,87.0,87.0,87.0,87.0
"Moldova, Republic of",87.0,114.67,87.0,87.0,87.0,87.0,77.67
ant,87.0,87.0,87.0,,,,
Andorra,87.0,87.0,87.0,87.0,87.0,87.0,87.0
