Country,1996-2000,2001-2005,2006-2009,2010-2013,2014-2017,2018-2021
"Korea, Republic of",0.08,0.17,0.71,0.27,0.07,0.0
Mozambique,,0.0,0.08,0.01,0.55,0.0
Lithuania,2.49,1.29,0.95,0.96,0.82,2.67
Guyana,41.22,0.39,0.01,0.0,0.03,0.01
Rwanda,0.0,0.01,0.01,0.01,0.05,0.0
Ireland,2.49,1.29,0.95,0.96,0.82,2.67
Nauru,,,,,1.93,1.34
Armenia,,0.1,0.12,0.0,1.06,0.36
Namibia,,0.61,0.7,0.69,0.43,0.09
Malawi,0.0,0.01,0.14,6.46,0.02,0.0
Singapore,0.15,0.0,0.0,0.0,0.0,0.0
Uruguay,4.26,0.0,0.0,0.0,0.0,0.0
Uzbekistan,,0.0,0.74,0.41,6.56,1.04
"Venezuela, Bolivarian Republic of",0.07,0.0,0.0,0.01,0.0,0.0
Gambia,,0.0,0.13,0.32,,0.0
Zimbabwe,0.27,5.17,0.47,0.23,3.14,0.04
Pakistan,1.55,0.34,0.08,0.02,0.0,0.0
Gabon,0.13,0.02,0.13,0.0,0.0,2.26
