Country,2003-2006,2007-2009,2010-2012,2013-2016,2017-2018,2019-2020
Spain,11.86,11.75,12.38,13.97,14.04,14.63
Switzerland,,,2.36,2.21,,3.29
Germany,1.38,2.21,,2.45,,3.05
Lesotho,,0.03,0.04,0.05,,
Seychelles,5.0,,,,,
"Venezuela, Bolivarian Republic of",,3.17,,,,
Panama,,1.43,1.01,1.11,,1.88
Mexico,4.01,5.3,5.96,5.82,,6.26
Norway,4.78,5.33,3.16,2.7,,
Algeria,1.95,2.13,2.43,2.84,3.16,3.34
Afghanistan,6.4,5.52,5.29,6.0,5.56,6.26
Slovakia,2.28,1.22,0.92,1.09,1.23,1.16
Netherlands,4.8,10.55,7.32,8.29,14.0,16.34
Brazil,1.95,,,,2.91,
Botswana,0.0,0.0,0.0,0.0,,
Saudi Arabia,,0.69,0.69,,0.6,0.41
