Country,1970-1977,1978-1985,1986-1993,1994-2001,2002-2008,2009-2015,2016-2022
Seychelles,0.0,0.0,0.0,-405137.5,-1186863.35,-0.14,0.0
"Moldova, Republic of",,,0.0,637375.0,-320255.22,4851405.3,-7939940.29
Sierra Leone,0.0,0.0,0.0,-154900.0,-107842.86,-838056.57,-176229.14
Senegal,0.0,0.0,0.0,178325.0,5346528.55,-2297273.56,29778171.14
Dominica,,0.0,0.0,0.0,0.0,0.0,0.0
Dominican Republic,0.0,0.0,0.0,-315462.5,8903928.35,-3805844.85,-1693399.43
Haiti,0.0,0.0,0.0,0.0,0.0,8921257.14,-7662960.14
Somalia,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bulgaria,,0.0,0.0,1717650.0,5799446.44,16070398.92,-26093455.14
Central African Republic,0.0,0.0,0.0,0.0,0.0,44329.98,0.0
Uganda,0.0,0.0,0.0,-665037.5,2306876.8,21727276.27,-11428581.0
Guinea-Bissau,0.0,0.0,0.0,-15625.0,-35714.29,0.0,0.0
Angola,,,0.0,0.0,0.0,0.0,5555555.43
El Salvador,0.0,0.0,0.0,3211400.0,986865.81,468526.58,30061232.43
Türkiye,0.0,0.0,0.0,3753300.0,-5170593.81,133218324.15,215139469.86
Honduras,0.0,0.0,0.0,-307000.0,10752304.26,7555799.95,-7888476.29
Philippines,0.0,0.0,0.0,1535350.0,38848805.09,-22356568.64,55387883.43
Lebanon,0.0,0.0,0.0,-1265925.0,-11317262.34,-6487581.71,18716986.71
Myanmar,0.0,0.0,0.0,0.0,0.0,11428571.43,9803904.43
Chile,,,,,,167560400.0,
Belarus,,,0.0,0.0,3682796.97,9284934.53,-11788280.43
Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanuatu,,0.0,0.0,-140750.0,1086085.71,-64421.43,0.0
Liberia,0.0,0.0,0.0,-87500.0,28571.43,1171071.86,-685357.57
Togo,0.0,0.0,0.0,-28125.0,-610714.29,16185018.14,-11468517.14
