Country,1950-1968,1969-1987,1988-2006,2007-2025,2026-2044,2045-2063,2064-2082,2083-2100
Mexico,97.13,94.02,90.49,87.76,84.59,85.77,89.09,91.45
Macao,75.39,83.4,89.88,90.87,76.8,72.32,71.24,71.12
Cameroon,86.44,85.21,85.51,89.7,92.52,92.11,91.25,89.47
Tajikistan,90.33,77.77,88.95,93.88,88.59,88.55,90.83,92.88
Qatar,105.58,181.3,288.6,315.17,290.15,259.69,164.5,122.5
Madagascar,95.89,112.4,98.47,93.61,92.02,90.22,88.57,88.07
Japan,88.23,81.43,84.46,85.43,86.41,87.02,87.16,88.29
Falkland Islands (Malvinas),125.77,117.4,117.19,101.7,100.67,87.38,91.15,97.96
Vanuatu,161.97,124.78,116.19,102.42,91.17,85.19,90.31,94.12
Libya,117.8,103.41,111.5,95.36,91.59,89.44,91.38,93.74
Liberia,113.6,111.31,92.01,86.68,89.89,92.29,92.53,89.91
Hong Kong,65.47,89.08,99.29,90.96,73.46,67.88,71.39,75.14
Argentina,99.94,84.38,80.83,82.27,86.12,90.14,92.33,92.88
Turks and Caicos Islands,59.98,77.97,101.97,97.97,100.48,93.5,86.98,90.26
Kuwait,131.8,134.06,159.3,181.34,188.83,151.38,123.49,115.13
Mozambique,78.41,88.75,83.35,74.11,78.84,82.36,83.23,82.52
Tunisia,98.43,100.9,90.57,92.24,86.34,84.8,89.92,93.19
Brazil,100.87,95.5,88.55,84.74,84.74,87.09,89.96,92.09
Mauritania,98.37,89.93,87.08,91.68,83.07,83.89,88.11,88.51
Poland,75.5,74.6,75.28,78.99,82.66,85.85,87.71,90.77
Somalia,88.03,91.52,88.75,88.28,89.63,91.04,90.67,89.07
