Country,1990-1995,1996-2001,2002-2007,2008-2013,2014-2019
"Tanzania, United Republic of",8.79,9.07,9.71,10.13,10.39
Chad,6.09,6.63,6.88,7.47,7.68
Namibia,6.5,7.53,8.96,9.78,11.06
Congo,14.12,13.25,11.64,11.97,12.94
Botswana,15.09,21.12,22.15,21.41,22.12
"Venezuela, Bolivarian Republic of",12.12,14.73,17.58,19.04,18.4
Philippines,17.23,18.26,17.34,19.51,22.43
Burundi,9.49,9.04,8.42,8.29,8.15
Equatorial Guinea,8.11,9.37,12.37,15.9,18.22
scg,,,28.2,,
Djibouti,9.67,10.02,10.79,11.63,12.38
"Bolivia, Plurinational State of",9.03,10.23,11.37,12.47,14.38
Ecuador,8.22,9.78,14.03,16.67,18.35
North Macedonia,24.07,30.82,38.54,41.4,42.62
Côte d'Ivoire,11.62,12.31,11.68,11.02,10.98
