Country,1991-1996,1997-2002,2003-2008,2009-2013,2014-2018,2019-2023
Sao Tome and Principe,36.78,37.27,37.35,37.36,37.4,37.59
Central African Republic,63.2,63.28,63.25,63.12,63.08,63.08
Tajikistan,30.84,30.8,30.16,29.9,31.89,31.31
Kenya,70.05,70.46,70.8,71.13,71.49,71.94
United Arab Emirates,30.7,33.4,37.9,43.83,50.8,56.0
Angola,75.5,75.57,75.64,75.03,73.7,73.27
Lao People's Democratic Republic,62.15,60.35,58.66,57.1,56.15,55.67
Dominican Republic,36.31,38.88,39.9,42.73,48.17,50.5
Algeria,11.34,12.26,13.22,14.98,16.21,16.21
Egypt,22.3,19.96,20.93,22.81,21.89,15.73
"Moldova, Republic of",56.12,55.8,56.83,63.57,68.26,70.12
Cabo Verde,42.04,44.04,46.18,48.65,50.75,49.86
Indonesia,50.15,50.23,47.84,50.84,51.44,52.98
Netherlands,47.16,53.42,56.84,58.97,58.77,60.65
Bahamas,66.38,68.61,68.7,67.32,66.79,64.72
Poland,52.43,49.57,47.24,48.37,49.17,50.17
Myanmar,66.91,62.46,56.06,52.32,49.46,42.93
Saint Vincent and the Grenadines,45.59,48.83,52.54,53.36,54.05,54.09
El Salvador,42.47,44.69,45.67,46.2,45.3,45.21
China,72.22,70.5,66.86,63.62,62.33,60.94
Singapore,47.81,51.72,54.37,58.43,61.76,62.85
Madagascar,83.88,84.09,84.15,83.8,83.25,82.57
Kyrgyzstan,63.71,64.16,62.41,58.94,53.37,52.93
Ghana,75.45,72.84,69.96,67.17,65.23,65.09
Nigeria,56.64,56.87,56.86,56.63,54.17,51.9
Bangladesh,26.26,27.78,29.17,31.19,34.34,37.08
