Country,2006-2008,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020
Saudi Arabia,,49.2,49.69,47.95,44.1,,,,,45.1
Yemen,,42.0,,40.03,,,,,,
Cook Islands,,,,,,35.03,,,37.0,
Hong Kong,45.95,45.5,45.0,44.0,44.0,43.0,,,,
Madagascar,,35.2,32.16,,33.25,,,,,
Guatemala,,,29.6,42.02,42.0,43.28,,,,
Pakistan,,46.74,46.32,46.43,46.77,47.42,,46.76,,
Hungary,40.28,39.8,39.08,38.67,38.47,39.07,38.75,38.16,38.4,38.05
Eswatini,,,,,,43.65,,,,
Singapore,,,45.75,44.8,44.2,,44.7,44.2,44.7,42.6
Brunei Darussalam,,,,45.58,,,46.25,46.55,46.1,
Namibia,,40.72,37.37,40.75,,45.37,,43.08,,
Ireland,36.9,35.32,35.22,35.52,35.55,35.79,36.22,36.64,36.52,36.42
Estonia,39.92,38.46,38.89,38.48,38.15,38.57,38.74,38.1,38.05,37.19
India,,,,,,,,48.13,47.86,46.44
"Congo, The Democratic Republic of the",,,35.21,,,,,,,
Chile,41.35,41.42,39.14,38.5,38.21,37.96,37.56,37.31,36.91,34.63
Italy,37.97,37.42,36.86,36.37,36.42,36.6,36.68,36.86,36.8,35.82
Mauritius,39.08,38.34,38.36,36.14,35.86,36.33,36.85,35.11,36.8,
Niger,,,,,,,39.28,,,
Morocco,,,44.85,,,,,,,
Mozambique,,,,,28.57,,,,,
Dominican Republic,42.18,41.0,40.75,41.15,40.13,40.13,39.84,39.53,38.79,33.75
Latvia,41.32,39.36,39.22,39.19,39.2,39.29,38.91,38.94,38.59,38.12
Indonesia,39.42,39.5,38.91,37.78,39.27,39.23,39.12,38.22,38.15,37.23
North Macedonia,42.62,40.87,41.58,41.79,41.52,41.45,42.22,41.89,41.1,36.57
Argentina,38.7,38.12,38.04,37.25,,42.88,36.09,35.82,35.13,30.92
