Country,1991-1998,1999-2002,2003-2006,2007-2010,2011-2013,2014-2016,2017-2019,2020-2022
Gambia,,,,,73.28,,85.03,
Poland,78.37,78.07,76.4,74.75,75.02,75.22,74.75,75.73
Australia,72.49,75.87,78.7,80.76,81.93,83.3,85.23,86.75
Congo,,,96.79,111.01,66.87,,,
Colombia,67.21,68.76,64.97,65.65,68.96,69.48,68.75,66.91
Zambia,81.49,66.99,,90.09,,77.71,75.73,81.6
Georgia,75.03,75.4,75.64,72.94,71.53,72.37,76.21,75.3
Saint Lucia,72.43,78.06,83.64,80.92,85.53,,85.45,84.19
Malawi,95.12,,96.11,,87.52,,87.77,85.45
Portugal,72.44,75.74,79.15,81.81,82.37,83.6,84.5,85.96
Cyprus,59.34,69.04,73.09,78.17,81.02,84.88,84.33,82.69
Seychelles,,,,,90.68,90.27,91.31,94.97
Indonesia,60.48,59.7,56.08,61.13,61.43,61.69,64.54,64.96
Namibia,74.22,79.34,72.28,82.24,87.48,86.28,88.39,
United Kingdom,74.02,77.56,79.3,80.56,82.22,83.63,85.35,87.66
Algeria,15.42,14.16,,20.44,23.59,24.46,,
Bangladesh,66.89,64.06,31.73,43.48,41.05,41.8,45.05,30.68
Mali,,,66.85,74.8,84.78,72.3,69.39,62.54
Jordan,,18.54,18.25,22.79,22.75,21.11,24.22,23.1
Mexico,46.04,47.89,50.36,53.47,55.48,55.57,56.56,57.94
Burundi,101.7,,97.45,100.47,,102.49,,99.13
Russian Federation,80.67,84.28,86.39,85.16,84.59,84.13,78.24,78.73
Croatia,74.35,75.47,77.78,79.98,80.35,83.67,83.59,83.62
China,,84.52,,81.54,,,,
