Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018,2019-2023
Honduras,13.0,13.0,13.0,13.0,13.0,12.8,12.0,12.0,12.0,12.0
Serbia,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Trinidad and Tobago,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Botswana,13.5,13.17,14.0,14.0,13.2,13.0,13.0,13.0,13.0,13.0
Slovenia,11.0,11.0,11.0,11.0,11.0,11.0,11.4,12.0,12.0,12.0
Uzbekistan,10.0,10.0,10.0,10.0,10.6,11.0,11.0,11.0,11.0,11.0
Sudan,,,,,12.0,12.0,12.0,12.0,12.0,12.0
Norway,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
Ireland,12.0,12.0,12.0,12.0,12.2,13.0,13.0,13.0,13.0,13.0
"Iran, Islamic Republic of",11.33,11.0,11.0,11.0,11.0,11.0,11.0,11.2,12.0,12.0
Lithuania,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Sri Lanka,11.0,11.0,11.0,11.0,10.8,10.0,10.0,10.0,10.0,10.0
Monaco,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0
Bahrain,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
Tuvalu,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
