Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Aruba,5.73,6.51,6.76,8.68,9.4,8.6,8.16,6.39,5.89,6.36
Russian Federation,9.36,9.01,6.06,8.96,9.36,7.87,7.33,8.01,8.89,9.06
Bosnia and Herzegovina,8.18,7.57,6.17,8.13,8.56,7.45,7.4,7.85,7.57,7.12
Hong Kong,8.13,5.98,6.15,9.08,10.49,9.49,7.61,6.96,6.85,6.76
Eritrea,6.73,6.88,6.81,5.68,5.57,5.98,6.04,6.16,6.05,5.9
El Salvador,5.68,5.79,5.74,5.9,6.2,6.67,6.78,6.65,6.45,7.48
Nepal,6.45,6.48,6.77,6.7,6.35,6.34,6.29,6.28,6.01,6.17
Burundi,5.65,5.63,5.44,6.16,5.66,4.93,5.12,6.1,7.2,6.79
Eswatini,5.11,5.1,5.46,5.44,5.07,5.38,6.01,6.55,7.8,8.6
Montenegro,7.46,7.37,6.12,8.08,8.32,7.83,7.02,7.17,7.57,7.07
Tuvalu,6.33,4.33,4.57,5.66,7.1,8.11,6.2,5.36,6.72,7.93
Belgium,7.11,6.26,6.79,7.76,8.2,8.15,7.38,6.68,6.63,6.69
Palau,4.15,4.21,5.17,7.0,9.56,10.76,10.62,9.17,7.95,6.74
Latvia,8.68,8.86,7.42,7.83,8.15,7.63,7.48,7.24,7.59,7.69
Libya,6.22,5.33,5.9,6.49,7.24,8.35,8.44,9.61,8.45,7.19
nld_curacao,6.1,5.82,6.32,7.29,8.36,8.05,5.99,5.11,5.31,7.55
Ukraine,8.48,9.0,6.11,7.88,8.2,7.48,7.28,7.88,8.86,8.53
Macao,5.68,4.29,6.03,10.73,12.33,9.2,7.09,7.3,8.96,9.92
Togo,6.06,5.9,5.96,6.01,5.97,6.18,6.51,6.8,6.84,6.82
gbm,5.04,5.26,6.42,6.55,6.59,7.49,7.2,5.85,5.47,5.59
Bulgaria,8.13,6.86,7.04,7.29,7.01,6.87,7.34,7.8,7.33,7.06
Samoa,5.02,4.36,4.16,4.7,5.94,6.54,6.89,6.74,5.86,5.87
Andorra,8.71,6.56,8.02,10.29,10.96,10.58,9.4,9.43,7.65,6.73
Dominica,4.5,3.66,4.39,5.71,7.12,8.15,7.76,6.5,7.15,8.03
American Samoa,4.81,5.8,6.39,6.34,7.16,7.39,7.16,6.5,5.58,6.23
Tunisia,5.88,5.23,5.38,5.99,7.12,7.65,7.7,8.08,8.1,7.84
Bhutan,7.64,7.89,7.77,6.63,6.18,6.17,6.83,8.04,9.01,10.48
Brazil,6.23,6.12,6.28,6.98,7.6,7.89,7.75,8.11,8.6,8.31
Cyprus,5.94,5.98,7.01,8.0,8.44,8.14,7.6,7.94,9.45,9.93
