Country,1990-1992,1993-1995,1996-1998,1999-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013
Sri Lanka,72.1,72.8,71.93,72.53,73.7,73.95,74.75,74.4,75.75,76.0
Central African Republic,46.87,46.67,46.27,46.67,47.45,48.2,49.3,50.7,51.9,52.55
Russian Federation,69.0,64.33,66.97,65.57,64.85,64.9,66.65,67.95,69.05,70.85
Bulgaria,71.3,70.9,70.87,71.67,72.3,72.45,72.8,73.25,73.8,74.4
Comoros,57.23,58.3,59.13,60.23,61.05,61.75,62.3,62.7,63.15,63.6
India,58.0,58.97,59.97,61.1,62.15,63.0,63.8,64.55,65.3,66.05
Jamaica,74.53,74.17,73.13,72.73,73.65,74.5,75.3,75.55,75.55,75.5
Estonia,69.67,67.67,69.3,70.1,71.1,72.15,73.0,74.5,76.05,76.55
Zambia,50.03,47.83,46.43,45.8,46.2,47.5,49.35,52.75,54.35,56.15
Kenya,62.67,61.03,58.83,57.43,57.6,58.5,60.1,61.85,63.5,64.85
Andorra,80.83,81.4,82.07,82.7,83.05,83.05,83.3,83.55,83.75,83.85
Gambia,57.7,58.37,59.1,59.97,60.6,61.15,61.75,62.4,63.25,64.1
United Kingdom,76.0,76.67,77.17,77.8,78.35,78.95,79.35,79.6,80.2,80.9
Panama,75.23,75.63,76.2,76.9,77.2,77.2,77.15,77.1,77.3,77.7
Kiribati,57.77,58.2,58.9,59.5,60.1,60.45,60.9,61.2,61.6,61.9
Mexico,72.43,73.3,74.17,75.0,75.4,75.6,75.85,75.6,75.95,75.75
Argentina,72.7,73.33,73.6,74.23,74.4,75.2,75.45,75.55,75.85,75.95
Türkiye,67.6,68.63,69.87,71.27,72.7,73.6,74.5,75.25,75.85,76.25
"Congo, The Democratic Republic of the",53.17,50.8,51.77,52.5,53.1,54.0,54.85,55.6,56.5,57.3
Paraguay,74.17,73.9,74.0,74.1,73.9,73.55,73.55,73.55,73.45,73.65
United Arab Emirates,72.4,72.7,73.1,73.77,74.45,75.1,75.7,76.05,76.2,76.35
Brunei Darussalam,73.9,74.13,74.73,75.57,76.55,77.2,77.45,77.95,78.6,78.7
Burkina Faso,52.57,51.93,52.13,53.33,54.75,56.35,58.15,59.7,60.95,61.8
