Country,2003-2005,2006-2008,2009-2011,2012-2013,2014-2015,2016-2017,2018-2019
Brazil,,,,86.64,84.78,82.46,18.38
Poland,59.33,45.0,39.0,38.0,37.0,37.0,37.0
Albania,40.67,28.67,6.0,5.0,5.0,5.0,4.5
Malawi,39.0,37.0,36.0,38.5,38.0,37.0,37.0
Cameroon,45.0,40.33,23.67,16.0,16.0,16.0,13.0
Malta,,,38.5,38.5,30.75,21.0,18.25
Oman,36.0,32.67,11.67,9.0,9.0,5.5,4.0
Burkina Faso,40.0,22.67,13.67,13.0,13.0,13.0,13.0
Portugal,68.0,8.0,7.0,6.5,6.0,6.25,6.5
Barbados,,,18.0,18.0,19.0,16.0,16.0
Gabon,54.0,54.0,54.0,50.5,47.0,40.0,20.5
Italy,17.67,14.0,12.5,12.5,11.25,11.0,11.0
Kyrgyzstan,21.0,20.33,14.33,12.0,10.0,10.0,10.0
Saint Lucia,22.0,20.0,13.0,11.0,11.0,11.0,11.0
Indonesia,,,,76.95,51.6,25.42,16.82
Colombia,42.0,39.33,13.67,12.0,12.0,11.0,10.5
Yemen,66.0,46.33,12.0,40.0,40.0,40.0,40.0
Ukraine,37.0,30.0,27.0,22.5,15.0,6.5,6.5
Brunei Darussalam,,121.0,111.0,104.0,59.0,13.0,5.0
