Country,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2015,2016-2018,2019-2020
Guatemala,4.19,3.98,4.76,4.93,5.57,5.42,5.4,5.42,3.52
United Kingdom,9.31,10.47,,,,,,,
Ireland,,,,4.5,4.99,3.66,2.62,2.02,1.14
Spain,4.3,4.41,,,,,,,
Ukraine,2.08,3.09,3.7,7.09,5.82,5.53,8.35,11.93,9.68
United States,6.87,6.43,5.66,4.96,5.07,5.01,4.96,5.51,3.86
Mali,7.37,7.04,5.87,8.01,6.82,4.35,3.93,3.96,
nld_curacao,,,,,,11.2,14.96,17.79,12.53
Malta,7.08,6.4,5.69,4.4,2.78,,,,
Libya,2.42,9.39,8.3,6.66,5.45,7.63,4.89,10.38,
Marshall Islands,,,,18.4,16.81,13.5,13.94,16.41,
Cambodia,2.08,2.33,2.23,2.76,3.15,3.03,3.88,4.86,2.74
Australia,10.48,10.36,9.87,10.52,10.54,10.58,11.68,13.66,8.51
Côte d'Ivoire,,,,7.56,6.46,5.36,4.97,4.69,3.97
Mauritania,7.75,9.97,,,,2.44,2.86,2.09,1.24
Trinidad and Tobago,3.93,3.83,4.28,2.85,1.6,1.67,1.65,1.84,1.14
Afghanistan,,,,,1.37,2.17,1.62,1.89,1.49
Brazil,7.26,6.49,4.72,5.56,6.58,7.95,8.68,8.72,5.32
Kenya,3.21,4.15,4.52,,,,,,
France,6.4,8.17,7.73,6.4,6.11,6.17,6.23,6.23,5.21
Dominica,,,,,,,10.97,8.4,5.06
