Country,1960-1966,1967-1973,1974-1980,1981-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Eswatini,10522.0,12627.0,15430.57,18501.43,20929.0,22897.5,25590.83,29646.83,36979.67,46501.33
Lithuania,249691.29,324087.57,380887.0,373700.71,409897.0,457463.33,517994.67,553980.67,556562.0,578035.0
Barbados,14220.71,18834.43,22992.57,27424.29,28791.67,29208.0,30129.17,31611.83,35819.0,43425.5
Qatar,1572.86,2689.86,3443.86,3770.71,5028.5,6760.5,8753.5,13805.67,23825.5,36844.5
"Congo, The Democratic Republic of the",487126.0,572933.14,695101.14,849655.71,1042038.83,1287959.67,1570981.5,1949120.17,2382572.33,2804153.5
Saint Lucia,3895.57,4609.14,5454.43,6667.57,8024.0,9956.0,11866.17,12950.17,14354.83,16139.67
Guatemala,111374.0,138564.29,175380.43,234263.86,319809.83,400989.83,479975.5,571015.33,678838.83,821303.5
Kazakhstan,514891.43,635114.86,784913.29,853905.43,909736.17,986122.17,1054086.83,1134963.0,1210327.17,1499478.83
Papua New Guinea,22025.43,22313.43,26985.29,46764.0,72149.83,104342.0,142915.83,185417.67,235686.0,303721.0
Burkina Faso,139658.43,176325.86,222432.57,275799.71,314324.83,335651.83,365098.5,419077.67,484822.5,556268.17
El Salvador,97796.57,116092.0,123434.0,138260.0,173062.0,238226.0,331265.83,411126.67,456010.17,512651.83
Bhutan,5702.0,7145.0,9420.71,12785.14,16535.17,19147.67,27459.17,34791.67,41553.0,47347.17
Antigua and Barbuda,2422.71,3214.29,4511.43,5702.86,5759.17,5528.83,5507.67,5909.67,7167.67,9339.33
Uruguay,218842.14,250313.57,287346.14,324559.86,363525.5,407149.17,445676.0,474358.67,499730.83,527376.67
Sudan,258667.86,294598.0,365843.43,469266.86,570168.5,644246.0,675827.5,769724.5,1042526.83,1518983.33
Cyprus,39121.14,53464.71,63428.43,69202.71,77075.0,86511.67,100369.17,120775.17,148429.67,178017.33
South Africa,608789.29,790757.0,1028215.86,1291180.14,1564557.67,1835017.5,2051081.17,2422353.5,2981163.0,3492189.67
Armenia,110119.57,128567.29,164872.86,170287.43,195544.33,262677.5,311411.33,319700.5,307465.17,353078.83
Malawi,113136.29,130761.14,158171.29,257167.14,348053.0,353565.83,473655.33,567234.33,553029.67,537591.5
Luxembourg,36060.29,42360.43,47967.71,48754.43,51404.5,57982.33,62694.5,68927.5,79457.17,93961.17
Azerbaijan,191885.29,218906.0,275383.14,303356.29,325201.67,400073.0,495248.83,518612.83,527741.17,674346.0
"Tanzania, United Republic of",265439.0,344801.57,480957.86,641663.43,778615.67,890589.5,1021552.67,1236780.33,1583635.83,1950201.33
Canada,1460929.86,1716011.0,2094737.86,2582201.86,3142649.67,3600396.83,4006671.83,4592939.33,5629161.33,7025147.5
Guinea,158025.0,169895.71,193672.86,230216.14,274533.83,316208.17,343649.33,371472.5,402729.0,449715.5
Gambia,12039.29,14998.43,21720.29,32070.0,40804.0,47320.17,52844.5,54778.17,58528.0,63895.83
Philippines,779279.71,1012239.0,1376603.57,1813687.0,2088067.5,2539137.17,3196700.67,3848672.5,4707459.17,5957047.83
