Country,1965-1971,1972-1977,1978-1983,1984-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Ecuador,9.53,8.62,7.63,6.85,9.34,8.66,8.48,8.72,11.77
Russian Federation,,,,,19.72,18.92,13.58,12.65,11.63
Germany,19.79,15.65,13.01,11.5,9.38,7.19,7.36,8.15,7.93
Antigua and Barbuda,,22.34,28.6,,21.83,19.63,19.56,28.09,28.48
Oman,,14.34,15.16,17.24,18.75,15.77,10.89,12.23,15.8
Zimbabwe,,,,9.05,7.42,13.92,16.26,16.7,13.28
Haiti,22.46,27.0,25.1,,,,,,
Turkmenistan,,,,,17.13,11.74,,,
Tajikistan,,,,,,10.21,,22.11,22.51
Turks and Caicos Islands,,,,,20.0,6.96,17.4,25.34,
Ukraine,,,,,6.83,7.07,7.95,9.43,10.2
Slovenia,,,,8.71,7.25,6.05,7.43,8.39,6.83
Barbados,25.89,25.65,18.26,17.66,17.87,17.29,19.8,20.5,22.37
Türkiye,3.63,4.28,2.31,5.45,5.65,3.54,3.75,5.46,6.49
Pakistan,17.82,23.28,15.65,16.15,17.51,11.59,11.22,11.57,12.99
Liberia,17.44,15.47,20.8,25.01,,,,,
"Congo, The Democratic Republic of the",17.53,18.42,20.67,20.6,,,,14.25,8.86
Costa Rica,11.17,9.64,8.53,8.3,9.73,7.6,7.95,11.87,13.33
Bhutan,,,,19.4,19.38,14.48,15.89,13.71,
"Venezuela, Bolivarian Republic of",11.44,11.74,14.91,11.81,13.17,12.97,13.06,17.02,
Georgia,,,,,27.7,20.11,14.31,14.77,13.22
Mauritius,35.18,27.66,26.45,13.48,15.23,16.76,19.98,22.47,22.0
Saudi Arabia,29.55,14.47,12.95,14.03,15.48,16.42,14.62,14.73,14.68
Djibouti,,,32.4,27.37,,,29.32,,
French Polynesia,,20.6,19.24,,20.95,19.2,22.11,24.95,20.89
