Country,1960-1968,1969-1977,1978-1986,1987-1995,1996-2004,2005-2013,2014-2022
South Sudan,,,,,,1037876678.47,1986348890.52
Seychelles,11609999.97,45727777.38,54484443.66,34409999.74,30887777.96,23416666.93,8767999.99
El Salvador,72882221.54,69688888.97,419882221.65,601950002.03,328393334.28,251307776.56,269094444.27
Comoros,55670000.71,70931111.23,97823334.16,75877777.52,41472222.65,56294444.61,100278888.7
Gambia,28235555.75,38247777.51,141591109.38,145205554.54,70137777.96,108533333.67,217616667.01
"Venezuela, Bolivarian Republic of",108743335.46,21437777.73,35025555.29,64996666.8,71883334.27,58458889.01,174862220.76
Kazakhstan,,,,74325999.83,246771106.3,215882221.65,72247779.0
Haiti,42766666.2,91676667.74,287266664.29,438582222.83,357106662.33,1230015580.92,1031157762.32
Aruba,,,69190000.53,42205555.39,22228889.36,,
Thailand,303348890.52,404028889.97,965109992.13,836752217.61,441844446.82,-138431109.53,128760002.98
Cambodia,122404443.53,353771112.8,178011112.88,230874443.9,504527777.78,660337782.12,1076391126.84
"Palestine, State of",,,,567990000.41,1185890007.87,2234483317.06,2382176649.31
Honduras,61763332.79,93508890.79,350931111.65,487346659.34,598022233.75,520278886.58,676907779.27
Dominican Republic,228287776.83,114871112.4,201340001.85,133042221.71,148073332.04,175492222.26,256595553.93
Samoa,2529999.95,27557777.78,59595555.2,62962222.21,51018889.11,77538887.87,123951109.99
Malta,139103332.52,130265554.64,87805554.92,18936666.81,32692222.33,,
"Micronesia, Federated States of",,,,74967999.45,150076668.63,135372222.05,116723335.27
Azerbaijan,,,,87203998.86,269310002.64,177862221.61,99851110.88
Russian Federation,,,,2161991628.01,2003309990.78,,
Egypt,957456671.82,4676516694.81,4354183322.48,4999417860.24,2336977796.77,1648754448.78,3266027794.73
"Tanzania, United Republic of",300281110.98,647116673.79,1605908894.86,1640774454.75,1733451104.06,2562387790.26,2652764485.68
Serbia,,,,101104999.54,1380373312.21,1057404439.29,745171105.28
"Iran, Islamic Republic of",250951110.84,60463332.6,114466662.83,191102222.02,202674443.56,116655557.42,196833333.33
Uzbekistan,,,,37620000.81,213582221.14,198419999.86,975349995.93
