Country,1992-1996,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014,2015-2016,2017-2018
Brunei Darussalam,,107.42,103.15,105.81,104.54,105.63,105.41,104.2,101.03
Liberia,,,,,121.18,126.64,123.12,93.67,99.31
Mexico,107.17,109.17,108.15,104.27,113.16,105.6,105.08,106.38,105.36
Senegal,53.63,76.6,82.66,93.79,101.43,104.25,101.47,102.22,102.13
Egypt,,86.3,91.94,95.86,99.23,101.13,103.17,102.8,103.84
Nepal,114.15,116.33,107.25,123.2,145.08,177.84,168.18,156.66,148.42
Slovenia,,98.92,113.0,112.66,100.58,99.37,100.13,102.4,101.59
Central African Republic,46.16,,54.98,53.75,74.49,82.6,,115.69,
Peru,,117.09,114.14,108.16,104.97,101.92,91.67,98.67,103.54
Grenada,96.46,110.23,114.68,103.42,107.66,128.59,110.92,100.19,98.33
Guatemala,106.35,121.14,118.88,121.35,126.0,107.56,99.38,109.49,104.27
Tunisia,97.72,102.46,101.88,99.23,103.08,109.04,112.54,112.96,107.75
Nicaragua,120.07,145.38,147.93,156.89,160.1,139.74,,,
Mongolia,100.46,106.51,110.53,119.53,134.53,105.13,100.83,108.44,98.54
Timor-Leste,,,,117.97,137.01,121.19,113.64,106.65,87.46
Finland,99.27,102.28,97.34,96.39,99.15,99.85,100.72,98.37,98.71
