Country,1990-1995,1996-2001,2002-2007,2008-2012,2013-2017,2018-2022
Cameroon,69.74,77.71,79.87,86.2,89.9,93.14
Tunisia,99.89,99.75,99.7,99.82,99.98,99.98
Côte d'Ivoire,74.04,81.44,85.55,88.02,90.3,94.2
Aruba,99.98,100.0,100.0,100.0,100.0,100.0
Zambia,37.58,45.07,48.8,56.08,67.14,82.22
Papua New Guinea,,62.9,64.27,68.82,66.54,63.7
Turkmenistan,,99.7,99.65,99.88,100.0,99.98
Mongolia,,97.55,97.82,96.56,98.26,99.92
Bahamas,100.0,100.0,100.0,100.0,100.0,100.0
Burundi,,52.66,49.97,50.62,56.08,61.58
Bhutan,,96.9,97.55,98.98,99.54,100.0
Myanmar,,82.55,84.47,87.88,90.12,93.06
Saudi Arabia,100.0,100.0,100.0,100.0,100.0,100.0
Ecuador,97.91,99.25,99.38,99.54,99.8,99.84
Cyprus,100.0,100.0,100.0,100.0,100.0,100.0
Syrian Arab Republic,,99.25,99.62,100.0,100.0,100.0
Japan,100.0,100.0,100.0,100.0,100.0,100.0
San Marino,100.0,100.0,100.0,100.0,100.0,100.0
Jordan,99.45,99.69,99.53,99.8,100.0,100.0
Sri Lanka,,87.0,92.48,95.9,99.08,100.0
"Moldova, Republic of",100.0,99.7,99.18,99.56,99.96,100.0
