Country,1961-1966,1967-1972,1973-1978,1979-1983,1984-1988,1989-1993,1994-1998,1999-2003,2004-2008,2009-2013,2014-2018
Ghana,21.74,25.44,16.53,4.2,12.92,19.45,14.17,19.05,25.82,32.67,37.89
Maldives,90.37,81.89,73.59,79.0,88.05,112.66,109.61,91.18,98.79,94.91,89.02
ant,92.84,95.31,94.68,90.52,84.52,79.87,108.9,141.47,159.96,169.23,
New Zealand,134.39,133.33,133.2,129.1,140.46,140.42,139.27,161.14,166.1,159.99,154.65
"Taiwan, Province of China",39.93,42.19,72.26,80.28,78.26,81.41,73.78,72.24,77.44,77.73,79.25
Mozambique,20.11,26.46,34.52,27.85,11.11,10.67,15.54,20.42,25.85,30.68,34.2
ussr,97.21,115.93,125.83,132.71,135.62,120.87,,,,,
Mauritania,57.45,51.51,47.36,53.11,64.01,74.91,80.67,101.32,95.04,97.57,108.6
Greece,45.55,60.99,84.03,86.79,95.12,89.15,83.51,92.73,88.54,77.92,84.41
"Tanzania, United Republic of",19.68,24.33,21.89,17.82,15.67,15.35,18.76,22.36,26.1,28.49,30.03
Myanmar,15.36,13.47,12.63,13.47,18.98,20.37,23.68,33.62,41.6,46.56,76.38
Hungary,87.66,100.48,108.57,108.36,108.5,116.32,121.19,106.42,99.57,94.76,112.0
Vanuatu,37.82,47.47,41.11,37.95,36.85,28.04,38.15,41.8,45.8,53.12,49.61
Zimbabwe,35.37,47.2,52.22,56.14,61.76,57.31,65.99,78.21,67.78,71.08,90.16
Norway,127.31,125.91,104.87,113.23,111.61,115.48,122.53,122.77,104.75,110.55,119.29
Mongolia,34.81,42.63,45.09,58.61,58.43,47.65,29.88,31.93,36.07,38.6,61.52
Malawi,8.78,15.47,17.38,21.48,27.08,37.31,41.7,33.22,34.83,28.56,30.43
Côte d'Ivoire,21.45,22.47,20.98,26.7,30.37,29.55,25.85,25.55,27.38,26.94,25.65
Gambia,26.26,45.93,25.53,57.83,112.71,117.47,99.73,81.63,77.15,70.5,81.42
Haiti,65.1,63.08,67.84,68.37,47.73,47.32,51.1,61.81,59.91,50.16,52.0
Bosnia and Herzegovina,,,,,,26.64,34.54,41.74,51.88,54.91,90.47
Panama,80.31,83.88,91.03,102.82,100.94,90.22,84.99,76.25,80.28,88.21,149.95
