Country,1970-1975,1976-1981,1982-1987,1988-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2022
Malawi,3.33,7.61,27.11,51.08,70.33,80.93,57.06,55.82,52.75
Türkiye,26.4,20.77,17.54,22.83,19.16,11.01,13.11,17.82,14.99
Armenia,,,,68.07,66.4,55.13,69.42,37.25,45.74
Peru,11.46,5.96,26.72,48.9,32.38,32.72,36.18,44.81,32.0
Uzbekistan,,,,,6.11,11.76,22.26,38.55,46.22
"Congo, The Democratic Republic of the",3.55,9.45,16.35,63.95,100.0,61.04,54.08,69.8,66.32
Paraguay,29.46,31.37,38.58,47.44,56.21,59.55,58.53,55.54,43.0
Guyana,3.8,5.77,27.19,53.73,66.27,77.35,72.63,55.72,56.64
Mozambique,,,14.37,25.54,35.12,59.82,63.44,32.42,20.64
Philippines,13.02,18.35,27.39,28.27,28.75,16.48,14.03,16.28,17.86
Yemen,0.97,13.36,33.64,47.43,79.48,57.49,57.96,78.5,99.92
Pakistan,26.1,21.09,18.56,34.61,44.6,60.25,53.31,50.13,28.24
Thailand,50.2,35.56,23.45,34.81,21.66,23.52,7.26,3.95,6.5
Indonesia,0.37,5.04,13.86,22.42,30.85,35.64,25.93,13.67,11.42
Liberia,7.69,21.23,67.71,81.21,100.0,100.0,99.86,66.56,71.7
Argentina,11.02,11.13,10.08,24.76,19.94,61.58,46.96,22.39,23.43
Botswana,37.41,80.67,57.06,70.12,75.55,68.81,60.81,79.86,91.44
Haiti,8.32,8.79,24.61,42.96,66.29,75.64,70.07,13.72,37.98
Honduras,73.39,54.21,52.13,65.41,61.06,78.97,60.89,58.99,49.26
Bosnia and Herzegovina,,,,,94.5,74.93,70.59,67.02,72.89
Bhutan,,100.0,72.22,14.85,19.72,36.93,16.73,16.87,37.55
Saint Kitts and Nevis,,,74.69,53.77,35.65,17.47,25.49,,
Chad,0.91,17.82,50.82,71.1,75.92,69.76,81.99,34.48,15.74
India,15.02,14.88,13.9,18.78,20.39,28.68,25.62,25.48,26.52
"Moldova, Republic of",,,,26.11,35.51,55.86,47.47,58.81,60.21
Somalia,7.98,26.62,60.32,86.36,100.0,,,,100.0
Belarus,,,,43.05,37.19,26.7,5.25,19.02,15.99
Kyrgyzstan,,,,99.15,32.81,66.04,78.65,58.78,50.01
Lebanon,30.23,36.64,21.4,32.1,13.01,5.62,5.65,5.13,34.29
