Country,1991-1995,1996-2000,2001-2005,2006-2010,2011-2015,2016-2019,2020-2023
Botswana,39805.34,44095.78,46434.54,45315.76,47177.52,49143.24,50175.57
Myanmar,1777.08,2341.16,3932.73,6877.6,9853.78,13183.61,13111.92
"Palestine, State of",21579.15,24353.71,26432.21,28398.91,30331.31,32463.53,28771.13
Colombia,27051.59,29744.5,28904.14,32918.59,35407.19,38002.87,40694.59
Cambodia,3716.14,3132.76,4161.75,5820.39,7226.76,8501.39,8944.82
Germany,98902.06,108044.34,114252.99,115201.39,117946.97,120255.06,121412.17
Guyana,18924.44,24632.05,26029.84,29179.35,35289.11,40180.07,104176.92
Mozambique,1176.44,1471.78,2019.27,2640.46,3280.34,3577.52,3433.88
Lebanon,36512.4,43718.4,44058.23,51107.73,51780.37,50582.87,42524.69
Morocco,16858.6,17434.32,19105.74,21616.29,25240.59,28548.22,29559.04
Lesotho,4440.93,5041.96,5699.2,6818.18,8029.71,8105.86,7157.55
Syrian Arab Republic,16899.28,19312.45,19946.93,22705.68,19507.98,15498.94,14180.82
Guinea-Bissau,6091.05,6132.72,6015.39,6230.38,6498.62,6816.3,7124.97
Trinidad and Tobago,40546.2,45321.38,56516.25,69792.54,75857.4,70812.61,66109.93
Bulgaria,34025.62,34662.06,42123.41,49903.3,56588.72,59165.26,66715.26
Tajikistan,9936.42,5884.04,7517.09,9599.0,11597.3,14062.76,17305.67
Comoros,13518.78,13101.46,14206.77,13552.55,13388.15,13481.55,13427.41
Philippines,12445.93,13053.79,13849.19,15793.52,18073.98,22345.19,23187.23
Armenia,8409.61,10322.73,16402.61,25135.68,28867.01,35488.85,40785.2
Slovakia,34737.7,43542.42,51757.36,64418.14,72217.09,76362.26,79224.88
