Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2023
Australia,62.83,63.34,62.97,63.28,63.83,65.16,65.43,64.95,65.02,65.54,66.12
Malaysia,61.38,61.24,61.31,61.24,60.89,60.48,60.82,63.81,64.68,65.33,65.34
Nigeria,60.66,60.47,60.33,60.23,60.24,60.32,60.38,59.86,59.34,58.74,58.89
Suriname,48.24,47.89,46.95,47.73,49.41,51.09,52.77,54.45,55.93,55.21,54.06
Myanmar,75.33,74.21,73.22,71.41,69.4,67.55,66.21,65.3,63.37,61.0,55.27
Uruguay,57.24,59.2,60.49,60.56,59.37,63.27,65.01,65.31,64.55,62.88,63.34
Equatorial Guinea,57.79,57.68,57.22,56.82,56.58,56.36,56.15,55.93,55.74,54.71,54.96
Rwanda,63.05,61.38,61.59,61.89,61.43,61.12,60.98,60.77,60.54,60.5,59.6
"Moldova, Republic of",59.51,59.69,59.86,58.36,55.72,58.84,62.82,66.44,69.48,68.69,72.59
Oman,57.32,57.75,56.31,55.4,55.86,57.0,60.6,67.11,70.02,68.84,67.48
Samoa,56.11,55.92,55.56,54.99,54.49,54.15,54.26,54.41,54.12,53.86,54.13
Kyrgyzstan,71.19,74.52,73.63,72.95,72.17,71.39,70.56,66.04,64.43,64.37,65.48
France,55.51,55.56,55.55,55.64,56.2,55.98,56.2,56.26,55.88,55.14,56.1
Papua New Guinea,72.35,71.5,72.04,70.33,63.49,56.06,49.22,48.11,47.57,47.33,47.18
Cuba,52.07,51.58,51.98,52.46,52.99,54.11,55.39,55.78,56.06,55.06,55.36
Japan,63.86,63.51,63.28,61.89,60.54,60.32,59.56,59.23,59.98,61.8,62.51
Russian Federation,65.49,61.24,59.44,60.46,60.43,61.86,62.69,62.81,62.73,62.03,61.8
Peru,59.28,62.67,66.9,68.16,72.06,77.53,78.82,77.79,76.09,74.49,72.34
Guyana,59.2,58.92,58.0,57.08,56.44,55.95,55.45,54.95,54.45,51.27,50.0
Senegal,51.13,50.87,50.62,50.33,50.1,49.5,47.99,46.49,47.2,50.08,50.54
Côte d'Ivoire,65.49,65.25,65.17,65.1,65.03,64.96,64.89,64.82,64.75,64.48,64.33
Somalia,33.45,33.7,34.09,34.41,34.54,34.64,34.65,34.47,34.22,33.94,33.96
Finland,62.27,59.82,60.37,61.18,60.8,61.21,60.04,59.24,58.78,59.26,60.25
Albania,64.29,62.39,61.68,59.97,57.49,54.27,56.71,54.28,56.96,58.99,59.74
Turkmenistan,51.93,54.28,54.72,53.39,52.76,50.99,49.72,48.62,48.09,47.36,47.34
Guinea-Bissau,57.56,57.45,57.31,57.07,56.77,56.52,56.33,56.23,56.11,55.8,55.91
Mexico,58.79,59.44,60.38,59.07,59.54,60.92,60.56,60.93,60.46,59.38,60.82
Timor-Leste,67.88,67.14,67.75,68.49,68.88,68.81,67.73,67.26,67.18,66.82,66.27
