Country,1999-2003,2004-2008,2009-2013,2014-2017,2018-2021
Mongolia,8572.4,11129.33,13919.0,15540.5,15865.0
Estonia,9461.0,8823.5,8030.0,6800.5,6866.43
Jordan,18912.0,,,31742.0,35579.5
Singapore,,8809.5,9583.0,9806.5,9398.25
Slovakia,38370.0,36738.4,33556.0,30417.0,29745.25
"Palestine, State of",8960.8,12809.2,16853.0,18958.75,26392.5
Sierra Leone,1598.0,,2359.67,3090.5,
Saint Vincent and the Grenadines,243.0,353.67,443.6,462.5,509.0
Malawi,2932.0,3993.5,5067.0,7233.5,3383.0
Puerto Rico,,,17294.5,10538.67,8560.0
Libya,,,,,
Dominican Republic,,19588.4,21769.8,29740.33,38745.0
Guam,,,,,
Canada,,,,,
Djibouti,143.0,231.5,447.0,642.0,743.75
Georgia,42579.0,,34908.0,30282.5,32216.0
Macao,911.4,1244.6,1445.2,1569.5,1598.25
France,290167.4,293717.0,277260.6,,275082.0
United Arab Emirates,,,,31413.0,45326.5
Suriname,1726.0,2010.33,2690.2,3072.0,
Guinea-Bissau,106.0,,,,
Colombia,92760.5,86872.0,97527.6,95175.25,94593.33
