Country,1991-1993,1994-1996,1997-1999,2000-2002,2003-2005,2006-2008,2009-2011,2012-2014,2015-2017,2018-2020,2021-2022
Zimbabwe,76.19,75.06,74.03,76.46,79.59,78.44,73.56,71.51,70.08,66.27,59.36
Netherlands,2.76,2.37,2.37,2.29,2.18,2.05,1.81,1.42,1.46,1.32,1.36
Uzbekistan,39.05,38.38,36.65,34.01,30.95,27.59,24.73,24.6,24.99,24.05,23.56
Sweden,1.84,1.75,1.59,1.3,1.07,0.93,0.95,0.96,1.01,0.77,0.91
Indonesia,45.52,44.07,45.24,45.55,45.52,41.3,38.38,34.18,30.5,27.1,26.27
Myanmar,68.16,65.94,61.33,59.12,56.16,53.56,51.44,50.63,48.15,42.12,38.37
Rwanda,95.33,95.17,94.89,93.99,92.72,90.7,88.32,82.93,69.33,59.71,65.65
Peru,41.72,39.66,38.78,38.38,35.59,30.34,26.41,24.53,24.85,26.71,26.8
Nepal,88.59,87.82,86.61,86.42,86.66,83.87,81.93,80.28,78.43,76.41,75.51
Madagascar,79.97,79.84,79.71,80.81,82.92,78.27,71.39,68.72,72.58,70.94,69.72
Sierra Leone,72.5,72.12,71.55,70.44,70.06,67.85,63.7,57.93,51.26,44.2,42.58
Belize,6.38,5.68,5.91,5.17,3.59,3.59,4.1,4.5,4.77,5.58,4.67
Djibouti,3.5,3.46,3.19,2.7,2.28,1.94,1.62,1.33,1.09,0.93,0.88
Albania,63.55,63.12,62.65,61.12,59.61,57.55,54.8,53.28,45.07,41.65,40.33
Afghanistan,85.96,85.49,85.62,85.67,83.4,80.81,75.26,67.55,66.11,58.59,50.32
Austria,8.02,8.26,7.31,6.25,5.39,5.44,5.08,4.34,3.94,3.29,3.29
Cambodia,80.4,80.73,79.83,70.08,64.28,58.68,56.95,50.78,41.72,40.18,39.17
Norway,3.45,3.21,2.6,2.15,1.82,1.36,1.04,0.93,0.95,1.05,0.97
Eswatini,19.09,18.56,17.58,16.82,15.34,13.96,13.03,12.22,11.37,11.45,11.56
Central African Republic,85.02,84.78,84.31,83.8,83.24,81.98,80.59,80.14,78.82,77.1,76.52
Côte d'Ivoire,50.68,50.03,48.6,47.55,46.5,44.88,43.19,40.68,36.87,39.19,39.38
Guatemala,14.89,15.41,16.21,17.92,14.24,14.79,14.01,10.93,9.64,11.37,10.93
Algeria,14.31,14.07,13.53,12.99,10.67,6.62,3.6,3.97,3.48,3.73,3.55
Bhutan,82.16,81.68,80.98,79.58,77.4,70.98,67.05,67.92,65.55,61.83,56.53
Armenia,67.14,68.26,68.44,67.9,66.83,65.98,65.19,64.9,64.23,61.97,64.91
Hungary,7.1,4.81,3.93,3.49,2.66,2.4,2.51,2.68,2.77,2.78,2.6
Bulgaria,12.6,12.51,11.31,8.64,7.85,5.88,5.14,4.44,4.38,4.26,4.17
