Country,1966-1972,1973-1979,1980-1986,1987-1993,1994-1999,2000-2005,2006-2011,2012-2017,2018-2023
Ghana,6.1,52.24,55.18,26.67,29.71,25.73,12.94,14.22,17.36
Malta,2.14,6.6,4.79,1.93,3.04,2.43,2.47,1.16,2.7
Myanmar,4.3,14.7,4.69,24.52,27.53,21.43,16.01,5.5,7.85
Grenada,,19.16,9.03,2.95,1.81,2.39,3.72,0.57,1.19
Mongolia,,,,268.15,31.33,7.48,11.46,7.97,8.46
"Palestine, State of",,,,,6.07,3.54,4.16,1.28,1.92
Comoros,,,,,,4.08,3.18,1.01,
Rwanda,1.53,17.21,5.55,7.69,5.81,6.32,8.2,6.09,8.33
Nepal,5.49,8.07,11.4,11.0,7.98,3.93,8.12,7.86,5.6
Cambodia,,,,,6.63,1.78,7.81,2.81,2.96
Netherlands,5.62,7.34,3.94,1.79,2.15,2.47,1.67,1.37,3.69
Slovakia,,,,16.59,8.74,6.88,3.05,0.9,5.6
Morocco,1.55,9.82,9.65,4.86,3.12,1.49,1.99,1.26,2.83
Seychelles,17.77,16.48,4.92,2.36,1.66,3.41,12.31,3.12,4.68
Bahrain,3.14,16.16,3.21,0.59,0.64,0.69,2.19,2.45,0.64
Luxembourg,3.56,7.21,6.17,2.55,1.43,2.44,2.41,1.25,2.78
Portugal,7.77,21.2,20.11,10.61,3.33,3.11,2.06,0.87,2.45
Tajikistan,,,,,,16.28,11.49,5.73,
Guatemala,1.09,12.3,12.3,18.69,8.56,7.28,6.11,3.8,4.67
Montenegro,,,,,,,3.93,1.55,4.46
kos,,,,,,-1.18,3.79,0.98,3.97
Senegal,3.38,12.15,10.66,-1.09,7.77,1.37,2.95,0.55,3.33
Mali,,,,-0.84,7.65,1.92,3.11,1.17,2.45
Nicaragua,,,,,,6.7,9.55,5.29,6.3
Namibia,,,,,,4.52,6.66,5.66,4.3
Singapore,1.43,7.83,3.36,2.26,1.33,0.76,3.06,1.25,2.34
Bulgaria,,,2.7,76.84,226.56,6.17,6.24,0.6,5.94
Peru,9.0,35.15,94.53,1737.83,10.95,2.24,2.9,3.29,4.14
Lithuania,,,,715.54,25.2,0.89,5.05,1.33,6.62
Maldives,,,9.72,11.24,4.04,0.34,7.25,3.51,0.32
