Country,1987-1990,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2017,2018-2020
Tajikistan,,18.15,18.67,19.13,18.08,17.3,16.76,14.26,16.27
Fiji,0.13,0.18,0.24,0.28,0.3,0.3,0.3,0.3,0.3
Switzerland,6.61,6.62,6.38,6.26,5.91,5.41,4.63,4.22,4.22
Israel,218.91,206.19,207.56,211.09,197.92,181.3,165.69,157.6,157.87
Eswatini,31.08,34.0,36.92,39.44,40.31,40.45,40.45,40.45,40.45
China,17.57,18.48,19.13,19.57,19.81,20.57,21.24,21.24,20.9
Austria,6.79,6.59,6.49,6.58,6.45,6.38,6.35,6.35,6.35
Haiti,,8.41,10.01,10.38,10.74,11.08,11.15,11.15,11.15
Costa Rica,,,,,,,2.23,2.52,2.75
Viet Nam,13.81,15.75,18.0,20.27,22.35,22.78,22.78,22.78,22.78
Cyprus,27.88,26.93,23.65,20.81,21.46,22.75,28.84,28.46,30.47
Libya,609.5,665.71,640.17,629.45,689.93,757.61,812.89,817.14,817.14
Djibouti,3.52,4.49,5.47,6.27,6.33,6.33,6.33,6.33,6.33
Ireland,2.32,2.38,2.23,1.95,1.67,1.56,2.08,2.61,3.06
Burundi,1.21,1.78,2.36,2.82,2.8,2.78,2.78,2.78,2.78
Pakistan,282.27,288.05,301.75,314.63,324.29,333.55,338.97,361.6,339.05
Namibia,3.3,4.18,4.45,4.71,4.58,4.58,4.58,4.58,4.58
Afghanistan,53.69,49.19,44.7,43.02,43.02,43.02,43.02,43.02,43.02
"Bolivia, Plurinational State of",0.44,0.52,0.59,0.65,0.67,0.69,0.69,0.69,0.69
