Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2016,2017-2017,2018-2018,2019-2019,2020-2020
Türkiye,18.16,17.85,21.26,16.2,17.38,18.98,20.52,20.16,25.23,25.09
Guam,,,,,,,,,,
Greece,25.38,22.28,29.32,50.0,55.34,48.56,43.59,39.9,35.22,34.99
Bermuda,,,18.7,35.69,25.46,,,,,
Fiji,9.8,,,14.15,18.12,15.4,,,,
Chile,22.75,22.62,22.84,17.29,16.8,16.02,17.19,18.15,19.58,24.91
Marshall Islands,,,,,,,,,26.03,
Nauru,,,,,26.57,,,,,
Ghana,9.48,,11.35,,4.63,15.18,9.07,,,
Kiribati,,,54.02,,,17.12,,,22.48,
Kyrgyzstan,14.51,,16.76,17.07,13.69,15.27,14.81,9.55,,
Maldives,,,25.4,,9.47,15.93,,,15.53,
Hong Kong,10.56,8.76,12.36,9.29,9.37,10.12,8.55,8.74,8.51,15.46
Iceland,7.83,7.6,16.05,13.98,10.22,7.66,7.87,6.08,8.74,10.03
Nepal,,2.18,,,,,21.36,,,
Mauritania,,,,15.22,,,21.15,,,
Bulgaria,20.93,13.92,19.04,26.56,26.06,19.43,12.93,12.68,8.9,14.22
France,20.8,18.58,22.75,22.8,24.14,24.58,22.15,20.76,19.53,20.15
"Congo, The Democratic Republic of the",4.76,,,8.68,,,,,,
Vanuatu,13.91,,6.86,,,,,,18.04,
