Country,1971-1978,1979-1986,1987-1993,1994-2000,2001-2007
Portugal,,,,0.32,0.73
Finland,16.07,22.27,11.02,10.75,7.21
Denmark,4.23,11.76,13.54,12.75,9.72
Netherlands,4.56,4.9,6.71,7.36,8.92
Germany,3.69,5.64,6.47,10.75,9.81
France,1.67,1.85,2.62,5.57,5.55
Greece,,,,0.43,0.77
Australia,13.52,5.31,5.21,5.15,2.62
Canada,9.01,3.28,3.94,3.23,3.38
Ireland,,3.95,5.41,8.16,5.72
Austria,0.63,4.54,7.04,12.52,7.56
United States,3.54,2.21,9.3,2.93,4.05
United Kingdom,4.09,2.89,3.88,4.14,1.78
New Zealand,3.56,2.81,2.65,1.6,2.17
Belgium,1.41,3.67,2.49,3.14,5.04
Spain,,,4.45,3.34,5.64
