Country,1980-1984,1985-1989,1990-1994,1995-1999,2000-2004,2005-2008,2009-2012,2013-2016,2017-2020
Saudi Arabia,40.63,16.14,17.81,14.09,15.1,19.3,21.55,23.19,20.83
Nicaragua,2.23,2.08,2.15,2.11,2.43,2.48,2.53,2.66,2.62
Sao Tome and Principe,2.89,2.68,2.45,2.31,2.19,2.02,1.86,1.75,1.65
Niger,1.1,0.75,0.81,1.0,1.04,1.06,1.11,1.15,1.13
Ecuador,3.73,3.74,3.71,3.64,3.51,3.85,4.23,4.35,3.95
Lebanon,5.76,5.38,6.12,7.07,6.32,5.61,6.68,5.49,4.7
Jordan,6.54,5.97,4.88,4.32,4.73,5.18,4.55,4.37,4.12
Ireland,13.82,14.42,16.08,18.03,19.91,20.41,14.15,12.77,11.38
Germany,22.29,22.33,18.25,16.1,15.36,14.79,13.58,12.75,11.5
Rwanda,0.62,0.57,0.49,0.53,0.5,0.59,0.64,0.67,0.71
Eritrea,2.0,1.85,2.02,2.27,2.12,1.84,1.75,1.77,1.77
Honduras,2.26,2.16,1.67,1.72,2.05,2.14,2.11,2.14,2.11
Mauritius,2.69,3.49,4.17,4.73,5.32,5.88,6.39,6.94,7.39
Sweden,11.7,12.22,12.35,12.04,11.67,12.01,10.67,9.66,9.17
Togo,1.68,1.38,1.56,1.5,1.47,1.68,1.95,2.17,2.1
Israel,9.61,10.93,13.87,14.84,14.18,14.23,14.23,13.1,12.34
