Country,1960-1979,1980-1987,1988-1994,1995-2001,2002-2008,2009-2015,2016-2022
Romania,0.0,0.0,0.0,5.59,65.9,116.66,116.26
Guatemala,0.0,0.0,0.02,3.15,47.9,125.15,119.2
Sudan,0.0,0.0,0.0,0.08,13.08,68.11,73.97
Maldives,0.0,0.0,0.0,1.63,64.64,148.54,160.01
Aruba,0.0,0.0,0.01,15.09,101.73,132.93,132.37
Israel,,,1.05,42.95,114.91,124.32,135.95
Singapore,0.0,0.0,3.08,36.11,103.52,146.16,148.82
Viet Nam,0.0,0.0,0.0,0.52,26.63,135.66,138.59
Ghana,0.0,0.0,0.0,0.38,18.33,90.81,126.0
Germany,0.0,0.01,1.12,27.9,98.8,117.76,128.39
Italy,0.0,0.01,1.3,41.72,124.0,154.92,135.75
Tuvalu,0.0,0.0,0.0,0.0,8.65,28.17,77.66
Algeria,0.0,0.0,0.01,0.14,40.64,101.09,109.62
"Iran, Islamic Republic of",0.0,0.0,0.0,0.93,21.33,78.73,129.28
Saint Vincent and the Grenadines,0.0,0.0,0.04,1.62,69.67,114.33,100.75
Dominica,0.0,0.0,0.0,2.38,79.29,138.1,104.36
Burkina Faso,0.0,0.0,0.0,0.13,7.12,53.44,96.14
Turks and Caicos Islands,0.0,0.0,0.0,0.0,80.9,,
"Virgin Islands, U.S.",0.0,0.0,0.0,27.33,55.85,,79.64
Iraq,0.0,0.0,0.0,0.0,21.29,81.26,90.02
Bangladesh,0.0,0.0,0.0,0.12,11.16,63.01,99.53
Switzerland,0.0,0.01,2.51,33.54,95.01,130.27,127.08
"Micronesia, Federated States of",0.0,0.0,0.0,0.0,13.82,25.83,20.39
Nauru,0.0,0.0,0.84,8.82,,68.71,83.14
Vanuatu,0.0,0.0,0.01,0.13,7.21,57.83,80.42
New Caledonia,0.0,0.0,0.0,10.62,55.97,86.01,90.74
Estonia,0.0,0.0,0.23,21.28,101.35,137.78,147.18
Lao People's Democratic Republic,0.0,0.0,0.0,0.19,13.16,65.79,59.1
Hong Kong,0.0,0.1,3.5,49.66,127.93,214.27,276.86
