Country,2005-2006,2007-2008,2009-2010,2011-2012,2013-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020
Peru,53.26,53.97,53.85,55.26,57.28,57.89,57.01,56.35,55.52,55.57,55.3
Azerbaijan,60.49,56.78,50.46,50.72,51.7,48.98,48.41,48.08,48.25,50.36,52.54
Austria,90.89,90.42,90.19,90.52,90.35,90.37,90.49,90.5,90.6,90.31,90.44
Costa Rica,72.79,74.13,75.31,78.31,75.6,76.77,77.68,77.32,75.61,73.93,73.41
Togo,21.47,,,20.12,,20.66,,32.38,,,
France,91.04,90.91,90.44,90.07,90.14,89.87,89.7,89.74,89.61,89.07,88.67
Spain,83.73,83.75,84.43,84.28,83.36,83.63,83.96,84.43,84.91,85.22,84.75
Congo,33.13,,67.09,,,,,,,,
Cabo Verde,,,,,,67.38,,73.9,67.16,65.67,
Saint Lucia,,,,,,,,76.42,77.81,75.02,
Zambia,32.29,,,,,,,50.09,54.73,50.15,
"Iran, Islamic Republic of",51.14,57.43,64.07,65.35,63.72,64.08,62.99,62.41,61.36,61.66,62.83
Panama,71.38,73.66,72.93,75.53,74.97,72.53,71.11,71.24,68.72,66.64,60.47
Falkland Islands (Malvinas),,,,90.91,,,90.43,,,,
Mali,,,,,26.88,25.96,30.35,27.12,28.25,,
Papua New Guinea,,,20.54,,,,,,,,
Guinea,,,,,,,,,,,
Mexico,69.85,70.66,70.59,70.86,71.67,71.89,71.9,72.23,71.84,71.22,73.07
Saudi Arabia,,,93.98,,,97.01,97.4,,98.19,,93.36
gbg,,,,90.9,91.29,91.36,,,,,
Nauru,,,,,88.53,,,,,,
Czechia,84.06,84.0,82.95,82.07,82.29,82.9,83.13,83.22,83.33,83.46,83.38
Uruguay,71.69,71.71,72.44,74.27,74.37,73.99,73.46,73.09,72.9,72.96,73.38
Honduras,56.65,57.83,53.68,55.06,54.78,54.91,58.29,54.43,53.98,55.95,54.31
Yemen,,,72.79,,61.07,,,,,,
Bulgaria,90.37,91.11,90.58,91.02,90.32,90.29,90.47,90.45,90.33,90.9,90.71
