Country,1960-1967,1968-1975,1976-1983,1984-1991,1992-1999,2000-2007,2008-2015,2016-2023
Philippines,2.52,2.75,3.24,3.36,3.49,3.93,4.37,5.14
Guam,1.46,1.79,2.58,3.43,4.65,5.74,7.38,10.84
South Sudan,2.87,2.45,2.51,2.53,2.47,2.46,2.52,2.76
Guinea-Bissau,4.0,4.09,4.8,5.2,4.31,3.2,2.66,2.76
Switzerland,10.44,11.72,13.61,14.33,14.81,15.69,17.13,18.72
Libya,4.1,3.45,2.74,2.69,3.27,3.76,4.3,4.81
Pakistan,3.47,3.32,3.42,3.46,3.46,3.52,3.78,4.14
Andorra,5.73,5.28,6.55,8.62,10.99,12.17,11.46,14.09
nld_curacao,4.63,5.12,5.91,6.57,7.94,10.01,12.11,14.3
Bulgaria,8.12,10.11,11.92,13.32,15.61,17.4,19.11,21.87
Bermuda,5.58,6.47,7.93,8.74,9.65,11.56,14.2,18.77
Hong Kong,3.17,4.59,6.29,8.06,10.09,12.03,13.93,18.54
Greece,9.09,11.54,13.01,13.54,15.54,17.89,19.76,22.08
Burkina Faso,2.81,3.21,3.51,3.49,3.17,2.82,2.68,2.56
Brunei Darussalam,2.8,2.63,2.75,2.63,2.63,3.1,3.64,5.36
Montenegro,6.92,7.36,8.31,8.34,9.67,12.03,13.3,15.71
San Marino,9.55,9.57,10.96,12.93,14.99,16.03,17.47,19.62
Senegal,2.79,2.73,2.82,3.01,3.22,3.28,3.21,3.16
Sao Tome and Principe,4.02,4.64,4.64,4.44,4.35,4.08,3.63,3.72
Central African Republic,4.2,3.98,3.77,2.96,2.3,2.04,2.06,2.42
Saudi Arabia,3.45,3.11,2.76,2.61,2.6,2.54,2.22,2.51
