Country,1960-1977,1978-1982,1983-1987,1988-1992,1993-1997,1998-2002,2003-2007,2008-2012,2013-2017,2018-2022
"Iran, Islamic Republic of",0.0,0.0,0.0,0.0,0.1,1.87,17.46,69.94,91.94,141.06
Türkiye,0.0,0.0,0.0,0.06,1.03,21.81,64.0,88.32,92.58,99.75
Guam,0.0,0.0,0.0,0.3,2.98,20.27,54.3,,,
United Kingdom,0.0,0.0,0.17,1.89,9.66,61.38,106.93,122.24,120.99,119.36
Myanmar,0.0,0.0,0.0,0.0,0.01,0.05,0.31,2.58,67.83,130.12
Bahamas,0.0,0.0,0.0,0.47,1.46,14.41,66.42,93.7,82.83,102.5
Philippines,0.0,0.0,0.0,0.03,0.86,9.71,43.84,89.13,110.86,139.27
Belgium,0.0,0.0,0.02,0.41,3.72,51.23,91.05,110.43,109.82,100.54
Libya,0.0,0.0,0.0,0.0,0.04,0.8,36.98,152.24,136.82,189.89
Algeria,0.0,0.0,0.0,0.01,0.03,0.46,40.98,92.16,110.62,107.85
"Korea, Democratic People's Republic of",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58,12.56,20.94
Trinidad and Tobago,0.0,0.0,0.0,0.03,0.57,11.14,71.9,131.21,140.32,133.17
Latvia,0.0,0.0,0.0,0.01,1.05,20.43,81.16,112.85,126.97,111.13
Somalia,0.0,0.0,0.0,0.0,0.0,0.58,4.45,9.91,43.7,51.34
Ukraine,0.0,0.0,0.0,0.0,0.04,2.93,66.22,122.12,137.85,130.69
Pakistan,0.0,0.0,0.0,0.0,0.04,0.4,13.13,52.44,63.56,76.95
Namibia,0.0,0.0,0.0,0.0,0.27,4.2,23.95,85.07,116.47,114.99
Saint Lucia,0.0,0.0,0.0,0.0,0.74,2.95,67.46,116.43,107.28,90.94
Sri Lanka,0.0,0.0,0.0,0.01,0.31,2.6,20.53,79.61,112.77,138.51
Brazil,0.0,0.0,0.0,0.01,1.09,12.32,44.68,101.6,124.43,98.59
Montenegro,,,,,,,101.62,182.76,161.01,183.1
South Sudan,,,,,,,,18.17,25.56,22.57
Uzbekistan,0.0,0.0,0.0,0.0,0.03,0.35,7.25,66.48,72.63,95.67
China,0.0,0.0,0.0,0.0,0.42,7.91,30.69,64.36,95.29,121.24
