Country,2000-2003,2004-2007,2008-2010,2011-2013,2014-2016,2017-2019
Sao Tome and Principe,1.83,1.65,1.57,1.4,1.33,1.23
Eswatini,4.77,5.55,6.03,5.37,4.73,4.33
Colombia,0.22,0.2,0.17,0.2,0.2,0.2
Cabo Verde,0.73,0.7,0.7,0.7,0.67,0.67
Chad,5.18,5.08,5.07,5.0,4.77,4.43
Iceland,0.88,0.35,0.73,1.07,0.17,1.2
Togo,3.38,3.35,3.27,3.17,3.0,2.67
Antigua and Barbuda,0.45,0.5,1.67,0.63,1.0,1.7
Greece,0.45,0.58,0.43,0.3,0.2,0.23
Uganda,4.08,3.82,3.2,2.97,2.5,2.2
"Tanzania, United Republic of",3.88,3.12,3.0,2.63,2.53,2.37
Ireland,0.82,0.62,0.67,1.33,0.4,0.4
Morocco,1.05,0.9,0.83,0.8,0.7,0.7
Bangladesh,0.32,0.3,0.3,0.2,0.2,0.3
Malta,0.5,0.05,0.03,0.1,0.1,0.3
Equatorial Guinea,3.62,2.45,2.1,2.1,1.83,1.57
Djibouti,3.2,3.02,2.93,3.1,3.13,3.1
Nicaragua,0.62,0.5,0.57,0.37,0.27,0.4
Azerbaijan,1.55,1.4,1.3,1.3,1.27,1.27
Kiribati,2.88,3.15,3.57,3.63,3.7,3.47
Albania,0.85,0.65,0.6,0.43,0.4,0.4
Italy,0.62,0.45,0.47,0.47,0.47,0.37
Botswana,3.53,3.1,2.57,2.4,2.27,2.23
Austria,0.25,0.32,0.33,0.23,0.17,0.2
Viet Nam,1.98,1.85,1.87,1.9,1.6,1.53
Ethiopia,9.9,8.55,7.1,6.07,5.1,4.8
