Country,1965-1972,1973-1980,1981-1987,1988-1994,1995-2001,2002-2008,2009-2015,2016-2022
Portugal,24210000.0,,,130791666.67,135491428.57,220517142.86,139408571.43,56187142.86
Germany,63991250.0,381336250.0,653157142.86,1076374285.71,843371428.57,1229317142.86,1903928571.43,2883207142.86
New Zealand,1450000.0,2815000.0,3480000.0,6002857.14,14541428.57,41572857.14,72718571.43,90992857.14
Ireland,,1898571.43,9638571.43,18981428.57,84340000.0,331404285.71,343605714.29,256808571.43
Spain,,,1200000.0,52610000.0,88484285.71,288934285.71,426005714.29,118512857.14
Sweden,19638571.43,165047500.0,243370000.0,466788571.43,337790000.0,651188571.43,956435714.29,1086025714.29
United States,223470000.0,505750000.0,969000000.0,1199285714.29,896574285.71,4497147142.86,8957142857.14,10410357142.86
Finland,2505000.0,18783750.0,65418571.43,152342857.14,64947142.86,148742857.14,277980000.0,181522857.14
Austria,808750.0,3426250.0,10884285.71,52700000.0,60218571.43,82307142.86,107374285.71,65520000.0
Japan,26432500.0,264640000.0,658238571.43,1185410000.0,1215614285.71,1220565714.29,2890888571.43,3670404285.71
Belgium,75015000.0,189202500.0,190667142.86,201694285.71,163927142.86,504307142.86,601742857.14,415365714.29
Norway,4267500.0,63821250.0,164504285.71,331705714.29,351592857.14,742850000.0,948804285.71,743084285.71
Slovenia,,,,,,820000.0,777142.86,4134285.71
Luxembourg,,,,9680000.0,22790000.0,73441428.57,114697142.86,167644285.71
Australia,5617500.0,34872500.0,72038571.43,88694285.71,128642857.14,328500000.0,846084285.71,559380000.0
Hungary,,4440000.0,6881428.57,3250000.0,,8860000.0,4405714.29,20308571.43
Switzerland,3855000.0,29578750.0,95960000.0,207690000.0,185740000.0,253305714.29,509547142.86,620185714.29
France,157972500.0,377967500.0,764421428.57,1537890000.0,1014200000.0,1498231428.57,1428747142.86,1531805714.29
Estonia,,,,,,220000.0,2548333.33,1887142.86
Lithuania,,,,,80000.0,4862857.14,8731428.57,534285.71
"Korea, Republic of",,,370000.0,4612857.14,19537142.86,93662857.14,413417142.86,702480000.0
Canada,19890000.0,164633750.0,293710000.0,359782857.14,225850000.0,728025714.29,1252587142.86,1045511428.57
