Country,1996-1998,1999-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017,2018-2019,2020-2021
Israel,,69.88,67.94,67.94,68.56,69.18,69.18,69.38,70.42,71.46,,71.45
Dominica,96.05,96.05,96.05,,95.96,,95.87,95.78,95.78,95.78,,95.77
Denmark,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Lao People's Democratic Republic,,,,,,,,,100.0,100.0,100.0,100.0
Switzerland,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Sri Lanka,32.3,32.15,29.1,29.1,29.17,29.24,29.23,29.32,29.22,29.11,29.13,29.13
Ghana,,3.93,3.85,3.85,3.19,3.19,2.54,2.32,,2.32,2.25,2.25
Eswatini,,98.1,97.98,97.98,97.98,97.98,97.98,98.15,98.15,98.14,98.12,98.12
Cyprus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Central African Republic,62.51,62.5,62.22,61.93,61.64,61.36,61.36,61.2,61.05,61.05,,
Saudi Arabia,,,,99.95,99.96,99.97,99.97,100.0,100.0,100.0,,100.0
Kyrgyzstan,,99.95,99.93,,99.9,99.92,99.92,99.92,99.94,99.95,99.95,99.95
Saint Vincent and the Grenadines,99.97,100.0,100.0,,100.0,,99.95,99.97,99.97,99.97,99.97,99.97
Samoa,,,,,,,99.97,100.0,100.0,100.0,100.0,100.0
China,,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0
