Country,1977-1984,1985-1992,1993-2000,2001-2008,2009-2016,2017-2023
Lebanon,,,,-564073902.57,-412826195.65,-913042627.49
Russian Federation,,,-6511395714.29,-19925412500.0,-54464501250.0,-41144275714.29
"Congo, The Democratic Republic of the",,,,-14150000.0,-1159849067.4,-1497183269.28
Portugal,-740713557.93,-445758935.81,-860967621.02,-4231479899.75,-6060381751.84,-4504630693.5
Sint Maarten (Dutch part),,,,,-8337430.17,-33986962.65
Estonia,,-13164426.46,-71249583.66,-729437731.88,-774466386.24,-720328950.49
Thailand,-297230766.74,-944363470.27,-2506954793.59,-6564836010.34,-17445772432.56,-17082619059.26
Lesotho,438167666.66,846123082.74,811577869.85,557350067.04,451244874.16,456570622.91
"Iran, Islamic Republic of",440125000.0,219625000.0,-300375000.0,,,
Jamaica,-171702886.95,-344213325.14,-303212500.0,-589843405.98,-443441133.45,-446471721.17
Costa Rica,-230650802.96,-269755000.0,-498925258.17,-721431380.73,-1729329771.11,-4288223477.06
Gabon,-305412590.17,-424030637.34,-641483410.44,-852688791.32,-1039577704.51,
Belarus,,,-48025000.0,-136162500.0,-1838175000.0,-2389722859.85
Qatar,,,,,-8289124679.62,-4106357927.79
Bahrain,-200353700.35,-188763297.87,-176582506.72,-491738414.31,-1988058238.63,-2269072948.33
Latvia,,1500337.0,14601819.58,-389563415.89,168279814.78,-501238545.64
Romania,-584000000.0,-197125000.0,-285500000.0,-2786773272.07,-2216725940.03,-5559687672.05
Bahamas,-133325000.0,-160050000.0,-145950000.0,-174240855.14,-312554561.9,-617157964.7
Bangladesh,-48041053.45,-110645934.38,-95737609.09,-605668665.25,-2086223884.4,-2658190572.83
Palau,,,,-1646241.37,-5039379.53,387833.33
Angola,,-590586000.0,-1091761375.0,-4867002755.05,-8120033356.16,-7263623445.8
Uzbekistan,,,,402694746.74,988152094.11,588004339.61
Saint Lucia,-276388.89,-14896759.26,-40021328.84,-71982032.14,-94396867.58,-123914113.82
Georgia,,,125597952.26,38993448.25,-305748933.9,-1140362719.62
Pakistan,-313045051.05,-936842504.24,-1955722807.55,-2834126250.0,-3943000000.0,-5488857142.86
Trinidad and Tobago,-174494791.72,-350177368.04,-424103616.28,-755412503.61,-1395944955.08,-704033730.87
Egypt,-445957414.44,-882566558.44,227650000.0,399737500.0,-5530575000.0,-11350325361.47
Saudi Arabia,4420695157.72,8800186066.56,2445236666.67,4788468260.61,18459345456.66,9680898741.55
