Country,2008-2009,2010-2011,2012-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022
Azerbaijan,,,,,,,,,,,,8.07
Mauritius,5.73,5.64,7.09,8.01,8.75,9.1,8.73,10.37,10.19,9.61,9.11,9.0
Armenia,20.7,16.35,13.09,11.63,11.86,12.95,12.76,12.5,11.86,11.5,,
Russian Federation,10.74,10.44,10.16,7.72,7.63,8.77,8.38,8.6,9.16,8.39,8.19,
Spain,,,4.94,5.62,6.0,6.15,6.06,6.05,6.1,5.91,5.78,5.52
Ethiopia,,,,,,,8.67,8.6,7.98,7.16,7.06,
Montenegro,9.18,9.69,8.59,8.89,8.62,8.57,8.54,8.35,10.01,9.88,9.2,7.94
Croatia,20.15,19.87,20.64,21.95,21.07,22.19,23.48,23.0,22.96,23.88,11.64,9.94
Ireland,5.52,7.64,7.46,9.75,12.49,13.01,12.34,13.12,11.92,10.34,9.92,
Malta,6.51,5.83,6.31,5.46,5.9,6.41,7.31,7.76,8.12,7.93,7.57,244.91
Indonesia,7.72,8.41,9.3,9.96,10.77,12.43,14.62,12.82,13.4,12.56,13.17,13.29
Greece,3.94,2.03,5.88,8.07,10.17,10.43,12.0,10.72,10.98,8.83,6.97,6.92
Fiji,10.1,10.68,8.78,8.71,8.48,9.17,8.87,9.94,10.96,11.39,10.78,
kos,,9.39,8.64,9.45,10.98,10.91,12.0,11.73,10.5,10.31,9.82,8.91
Brunei Darussalam,,8.62,8.15,9.78,10.95,11.07,9.5,11.08,11.16,11.95,10.08,9.74
Kuwait,10.06,11.41,11.05,10.27,10.83,11.46,11.44,11.6,11.19,11.77,12.18,
Viet Nam,8.12,7.14,7.69,6.86,6.34,5.62,5.19,5.73,5.77,7.19,7.51,
Algeria,7.71,8.07,8.29,7.94,9.01,9.87,9.78,9.95,9.86,10.29,,
Madagascar,7.68,8.07,8.34,8.51,8.69,7.96,6.81,6.72,6.77,6.84,6.72,6.29
Slovenia,8.31,7.64,7.84,10.26,11.15,11.56,11.55,10.69,10.61,9.52,9.17,9.07
Honduras,10.73,10.53,10.7,10.85,7.64,10.38,11.01,11.1,11.22,10.49,10.4,
Pakistan,,,6.75,7.38,6.98,6.3,5.82,5.84,5.94,5.79,5.14,4.94
Myanmar,,,,,,,6.66,7.17,,,,
Cyprus,4.45,5.2,5.96,9.58,9.87,10.18,8.7,8.1,8.92,8.66,7.34,6.87
Saint Lucia,,,,,3.65,2.32,3.31,3.96,11.23,10.83,10.43,
Slovakia,6.51,7.29,7.77,7.69,7.68,7.32,7.46,7.35,7.26,7.29,7.6,7.27
Kyrgyzstan,,15.82,13.7,11.66,12.21,13.99,13.9,13.32,14.29,13.81,12.35,11.3
Botswana,,,7.72,9.11,8.52,8.44,8.77,8.92,8.91,9.19,8.63,8.93
Solomon Islands,,14.29,12.28,13.18,11.27,11.4,12.5,11.93,12.94,13.16,13.36,
Dominican Republic,9.43,9.22,9.32,9.08,9.06,9.1,9.44,9.61,,,,
