Country,1993-1995,1996-1998,1999-2001,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Malawi,200000.0,939999.99,590000.0,3973333.36,8716666.54,21893333.44,25263333.0,23113333.38,24083333.33,22683333.71
Dominican Republic,,25000.0,,110000.0,670000.02,200000.0,,215000.0,40000.0,
Thailand,40000.0,66666.67,203333.33,113333.33,493333.33,259999.99,346666.66,326666.66,266666.67,253333.34
Slovenia,,45000.0,,,,,,,,
Papua New Guinea,16666.67,60000.0,20000.0,45000.0,25000.0,23333.33,85000.0,,289999.99,63333.33
Chile,13333.33,10000.0,36666.67,173333.33,273333.34,276666.66,30000.0,,20000.0,
Israel,20000.0,120000.0,,40000.0,,,,,,
Bangladesh,736666.69,1090000.01,869999.98,1549999.99,3319999.97,2589999.99,1899999.98,1433333.32,2463333.37,2616666.63
Sri Lanka,50000.0,96666.67,30000.0,176666.66,2150000.06,340000.0,196666.67,20000.0,93333.33,56666.67
Saint Lucia,,,36666.67,110000.0,133333.33,40000.0,,,,
"Korea, Republic of",,,10000.0,594999.99,,,,,,
Türkiye,,,800000.01,160000.0,,,735000.02,2236666.73,8946666.72,4213333.45
Afghanistan,133333.34,386666.68,1853333.3,5456666.79,5040000.12,7513333.32,7046666.78,2913333.26,1960000.0,5589999.99
Ukraine,,65000.0,,30000.0,790000.01,340000.0,55000.0,573333.33,343333.33,18693332.83
Tajikistan,10000.0,253333.34,450000.01,280000.0,100000.0,226666.67,40000.0,,10000.0,
Antigua and Barbuda,,,,,,,,,,340000.0
Turkmenistan,,,10000.0,330000.01,,,,,,10000.0
Bulgaria,,85000.0,35000.0,55000.0,,,,,,
Seychelles,,30000.0,,,,,,,,
Belarus,239999.99,30000.0,40000.0,86666.66,160000.01,399999.99,214999.99,,10000.0,115000.0
Solomon Islands,,5000.0,50000.0,,,25000.0,160000.0,,,5000.0
Jamaica,56666.67,40000.0,0.0,,40000.0,285000.0,,,,0.0
Paraguay,30000.0,40000.0,25000.0,,50000.0,56666.66,60000.0,0.0,65000.0,50000.0
Gabon,,,,,,,45000.0,10000.0,10000.0,
Senegal,20000.0,150000.0,173333.33,196666.67,239999.99,186666.67,133333.34,273333.33,710000.0,606666.66
Kiribati,,,,,,,,,,10000.0
Indonesia,40000.0,76666.67,80000.0,50000.0,3079999.85,426666.69,75000.0,15000.0,153333.33,80000.0
Czechia,,20000.0,,190000.0,,,,,,
