Country,1996-2000,2002-2004,2005-2007,2008-2010,2011-2013,2014-2016,2017-2019,2020-2022
Spain,89.98,91.86,82.29,78.37,80.88,84.4,79.68,77.85
Sweden,96.17,98.42,97.23,98.4,98.1,93.95,94.44,94.94
Guatemala,37.52,31.38,27.31,28.53,26.22,24.36,25.4,21.38
Cambodia,21.31,21.06,16.42,17.62,21.17,24.37,29.21,35.44
Canada,94.54,95.28,96.43,95.51,96.05,95.07,95.71,93.99
Mozambique,41.71,38.28,33.01,33.66,30.49,20.23,16.19,23.73
Bahrain,72.31,67.36,65.53,66.98,68.88,69.28,59.84,70.72
Tajikistan,6.92,10.76,12.84,14.74,17.06,17.37,11.59,25.0
Belgium,91.44,95.14,93.01,91.17,94.79,90.61,84.92,84.17
Uganda,33.88,41.14,36.25,32.37,33.49,31.37,27.62,30.54
Somalia,1.09,1.08,0.0,0.0,0.0,0.16,0.79,1.27
Denmark,96.36,99.64,99.51,99.36,99.05,96.97,96.98,98.26
Lao People's Democratic Republic,30.24,16.55,14.78,19.71,23.54,35.83,26.51,28.32
Cayman Islands,96.72,90.45,87.81,85.74,85.47,84.56,84.13,85.75
Kiribati,,43.78,35.79,24.22,24.33,36.6,50.16,57.43
Iceland,95.99,97.92,97.08,94.08,90.68,89.49,90.32,93.19
Pakistan,35.34,36.21,39.35,24.85,23.85,25.31,27.78,32.45
Nauru,,,31.55,39.59,33.97,42.63,55.87,58.22
Azerbaijan,18.21,17.68,26.51,25.95,29.38,44.9,46.83,52.38
South Sudan,,,,,2.05,0.32,0.0,0.16
Austria,93.44,95.16,95.12,95.19,92.89,90.45,91.11,93.04
Oman,65.57,66.14,63.09,66.19,61.61,58.93,59.21,52.05
