Country,1977-1981,1982-1986,1987-1990,1991-1994,1995-1998,1999-2002,2003-2006,2007-2010,2011-2014,2015-2018,2019-2022
Maldives,0.46,9.45,5.48,3.45,4.21,4.07,4.3,2.83,3.47,5.12,13.99
Saint Vincent and the Grenadines,0.89,3.25,2.96,5.18,5.84,6.59,11.02,15.58,15.89,11.52,15.97
Algeria,24.07,38.94,66.02,70.91,,68.23,32.92,0.95,0.55,0.42,0.32
Ghana,8.33,20.76,45.85,24.75,24.81,13.62,6.89,2.98,3.34,8.63,10.09
Gabon,15.79,11.79,5.45,9.35,12.64,14.52,6.68,12.9,6.52,10.75,17.97
Guinea,,11.77,20.95,13.4,19.3,15.69,17.23,9.1,5.48,2.65,2.07
Rwanda,1.8,5.92,12.4,12.09,17.05,18.99,11.38,2.71,2.75,4.07,10.39
Montenegro,,,,,,,,4.8,12.78,21.13,23.7
Uzbekistan,,,,,,,10.22,4.51,2.44,3.02,4.77
Grenada,3.8,9.94,5.94,5.65,5.47,8.36,11.01,10.57,8.45,8.39,9.05
Ethiopia,6.65,20.33,39.28,21.22,20.45,14.02,5.69,3.51,8.86,20.49,23.34
Tonga,,3.39,3.51,4.5,,9.34,8.8,8.97,6.27,5.61,5.85
Malawi,20.6,35.43,30.08,23.04,17.04,10.88,9.53,2.81,2.66,6.27,8.12
Côte d'Ivoire,19.49,28.3,19.93,20.62,16.27,13.09,2.8,5.09,3.46,9.09,13.33
Tunisia,12.98,22.5,25.31,21.56,16.43,16.07,13.13,8.73,9.0,11.39,15.3
Russian Federation,,,,4.38,7.4,9.58,8.69,5.45,4.59,10.49,8.46
Ecuador,21.86,32.79,32.99,23.73,29.62,30.32,19.57,17.31,6.48,17.89,17.11
"Bolivia, Plurinational State of",33.12,35.43,37.49,31.05,25.27,16.89,10.45,5.23,2.73,5.78,10.22
Philippines,12.0,19.19,25.66,21.2,10.32,17.74,18.5,12.68,8.13,6.15,6.24
"Congo, The Democratic Republic of the",,,,,,,8.41,7.63,2.65,2.94,3.16
Solomon Islands,0.53,2.33,9.21,6.25,1.78,2.49,4.14,4.24,1.38,1.61,1.41
Suriname,,,,,,,,,,6.54,5.75
Costa Rica,20.13,34.24,19.71,15.42,12.17,8.56,6.64,5.88,6.83,6.22,6.45
North Macedonia,,,,,8.25,11.21,9.81,5.46,6.54,7.71,6.99
Comoros,2.43,9.57,2.56,9.25,1.79,,5.53,17.14,4.54,4.88,4.35
Sudan,16.11,22.65,10.82,4.73,8.98,10.06,7.73,4.16,5.25,6.28,13.64
